recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,customer_types,customer_types
4,29.99,0,1,1,0,1,1,1,3,3
4,63.43872607382084,1,0,1,0,1,-1,1,3,3
2,50.494223063118525,1,0,2,0,1,-1,1,3,3
7,64.49382137971493,0,1,1,0,2,1,1,3,3
1,250.09724691443432,1,1,3,0,2,-1,1,3,3
1,185.91280018259013,1,0,1,0,2,1,1,3,3
2,366.2245450611289,1,1,1,0,1,-1,1,3,3
9,167.1412544341542,1,0,2,0,1,-1,1,3,3
3,277.14879251794264,0,0,2,0,2,1,1,3,3
3,231.76251844677205,1,1,1,1,1,-1,1,3,3
1,277.1623994516601,1,0,2,0,1,-1,1,3,3
8,97.95703583424843,0,1,1,1,1,-1,1,3,3
7,381.4267382107105,1,0,1,0,2,0,1,3,3
7,30.231738146198488,0,1,2,0,2,-1,1,3,3
10,30.009019590423463,1,0,3,0,1,-1,1,3,3
4,303.2795723667579,1,0,2,0,1,0,1,3,3
3,29.99,1,0,3,0,2,-1,1,3,3
1,190.97890819750975,0,1,1,0,1,1,1,3,3
1,260.5924822302185,1,1,1,1,2,1,1,3,3
10,180.18852336475615,0,1,1,0,1,-1,1,3,3
1,118.22644729586771,1,0,1,0,1,-1,1,3,3
6,356.8791698137111,0,1,1,0,2,-1,1,3,3
4,32.348921280586794,0,1,2,1,1,-1,1,3,3
4,276.6378691014124,1,0,1,1,1,0,1,3,3
11,86.71019115600235,0,0,1,0,2,-1,1,3,3
2,806.7352307489389,1,0,1,1,2,0,1,3,3
11,150.14704203509186,1,0,2,0,1,0,1,3,3
8,156.29950080481368,1,0,2,0,1,1,1,3,3
3,169.74450351505115,0,0,3,0,1,-1,1,3,3
10,29.99,0,1,1,0,1,1,1,3,3
9,419.7663341371833,1,0,1,1,1,-1,1,3,3
1,245.3581990633687,1,1,2,0,2,-1,1,3,3
5,51.13276256307559,0,1,1,0,1,1,1,3,3
2,1430.4306844568325,1,0,1,1,2,0,1,3,3
8,267.76073385374656,0,1,2,0,2,-1,1,3,3
1,411.2554258771878,0,1,2,0,2,1,1,3,3
10,42.801921755296334,0,0,1,0,1,-1,1,3,3
2,271.4542471850924,1,0,2,0,1,1,1,3,3
10,149.21432246669156,1,0,1,0,2,1,1,3,3
5,480.33761685541197,1,0,3,0,2,1,1,3,3
5,29.99,0,1,2,1,1,1,1,3,3
10,532.179405297835,0,1,2,1,2,0,1,3,3
5,446.1179875746971,1,1,2,0,1,1,1,3,3
10,129.78352708478292,1,0,2,0,1,0,1,3,3
2,721.9041887049361,1,1,2,1,2,-1,1,3,3
11,29.99,1,0,1,0,1,-1,1,3,3
2,438.32965368247983,0,1,2,0,2,-1,1,3,3
9,272.79366382529923,0,0,1,0,2,-1,1,3,3
8,454.95407244944505,0,1,1,0,2,-1,1,3,3
5,271.9871691462228,1,1,1,1,2,-1,1,3,3
5,114.4085475059507,0,1,2,1,1,1,1,3,3
2,199.15956885839205,0,1,2,1,1,-1,1,3,3
4,647.674054139731,0,1,1,1,1,1,1,3,3
1,385.2651390680674,1,0,1,0,2,-1,1,3,3
10,44.742845124202915,1,0,1,0,1,1,1,3,3
4,448.74303909337374,0,1,1,0,2,1,1,3,3
4,100.78549695315657,0,0,1,0,1,1,1,3,3
10,29.99,0,1,3,0,1,-1,1,3,3
2,88.71771125517176,1,0,2,0,1,-1,1,3,3
3,62.572825712115964,1,0,1,1,2,-1,1,3,3
4,57.094244723970036,0,1,1,1,1,-1,1,3,3
9,248.09350388644953,0,0,1,0,3,-1,1,3,3
9,49.67125440035539,0,1,3,0,2,0,1,3,3
7,289.96622814300616,0,0,1,0,1,-1,1,3,3
7,937.6203810660013,1,0,2,1,2,-1,1,3,3
1,685.8386548515529,1,1,1,1,1,-1,1,3,3
4,33.43223048533874,0,1,1,0,1,1,1,3,3
2,217.28422559508806,1,0,1,0,1,1,1,3,3
10,41.04684891933644,0,1,3,0,1,1,1,3,3
7,591.7989634207704,0,1,2,1,2,0,1,3,3
4,237.9346893128513,1,1,2,0,1,1,1,3,3
2,268.9297848645621,1,0,1,1,2,0,1,3,3
4,272.4642417738393,1,1,1,0,1,-1,1,3,3
1,645.4962482561472,0,1,2,1,3,1,1,3,3
3,505.7200448717904,0,1,1,1,1,1,1,3,3
3,247.91528033882804,0,0,2,0,1,-1,1,3,3
1,245.6501996395454,1,1,2,0,2,-1,1,3,3
1,167.45305911051582,1,0,1,0,1,-1,1,3,3
1,297.9641482734583,1,0,1,0,2,0,1,3,3
1,327.70081409943805,1,0,2,0,2,0,1,3,3
3,594.764199510606,1,0,1,1,3,-1,1,3,3
2,69.21794456825731,1,0,1,0,1,-1,1,3,3
1,29.99,1,0,3,0,2,1,1,3,3
11,384.1739654792178,0,1,1,0,1,1,1,3,3
1,29.99,0,1,1,0,1,1,1,3,3
12,97.67780056501927,1,0,1,1,2,1,1,3,3
2,346.9764651091204,1,0,1,0,2,-1,1,3,3
1,494.5010231343924,0,0,2,0,2,-1,1,3,3
1,333.51711610052496,0,1,3,0,1,1,1,3,3
1,677.6314866225653,1,1,2,1,2,0,1,3,3
6,196.1527941077333,0,1,1,0,2,-1,1,3,3
1,49.89307223108348,1,0,1,0,1,-1,1,3,3
1,1402.617813763299,1,0,1,1,2,-1,1,3,3
5,126.35650073525574,1,0,1,0,1,1,1,3,3
2,199.42872721412186,0,0,1,1,1,-1,1,3,3
8,120.08741812253533,1,0,1,0,1,0,1,3,3
4,290.103061874085,1,1,1,0,2,1,1,3,3
7,63.43480200862818,0,1,1,0,1,-1,1,3,3
1,41.445495293069335,1,0,1,0,1,-1,1,3,3
3,276.1942413659327,1,1,1,0,1,1,1,3,3
3,342.7011470328048,1,0,1,0,2,-1,1,3,3
1,49.598783535785195,1,0,1,0,2,-1,1,3,3
7,816.6626890854193,1,0,2,1,2,0,1,3,3
5,117.83412359344541,0,1,3,0,1,0,1,3,3
1,222.7140045886714,0,1,1,0,1,1,1,3,3
2,942.0746009273626,1,0,1,1,2,1,1,3,3
11,383.27811522287715,0,1,1,0,2,0,1,3,3
4,48.72882369424211,0,1,1,0,2,1,1,3,3
3,30.444546742996355,0,1,2,1,1,1,1,3,3
1,945.0004226685977,0,0,1,1,2,1,1,3,3
1,590.5756592069057,0,0,1,1,2,1,1,3,3
1,586.8686662011731,0,1,1,1,1,-1,1,3,3
1,478.84593305502204,0,0,1,0,1,0,1,3,3
12,39.351342387688284,0,0,1,0,1,-1,1,3,3
10,51.115157247174686,0,1,1,0,2,-1,1,3,3
2,102.09591847610663,0,0,2,0,1,1,1,3,3
11,29.99,0,1,1,1,1,-1,1,3,3
8,136.23601151559353,1,0,1,0,2,-1,1,3,3
10,139.21901117368975,1,0,1,1,1,0,1,3,3
2,166.87644900739915,1,0,1,0,1,-1,1,3,3
7,206.1285491617999,1,0,1,0,1,-1,1,3,3
8,108.9134092820074,1,0,1,0,2,-1,1,3,3
2,97.17253912680933,0,1,1,0,2,1,1,3,3
2,1025.0456316096195,0,0,1,1,2,0,1,3,3
12,95.40795240077719,0,1,2,0,1,1,1,3,3
1,29.99,1,0,1,0,1,1,1,3,3
6,212.17368059729364,0,1,1,0,1,1,1,3,3
10,29.99,1,0,3,0,2,-1,1,3,3
5,104.14769532912449,0,0,1,0,1,-1,1,3,3
3,536.6558326945035,1,0,2,1,2,0,1,3,3
1,645.3950268418533,1,1,1,1,1,0,1,3,3
5,29.99,0,1,1,0,1,-1,1,3,3
6,435.97889812715744,0,0,1,0,3,-1,1,3,3
9,70.65944875607687,1,0,1,0,1,1,1,3,3
2,346.9723116882289,1,1,2,0,2,-1,1,3,3
1,666.5189936860182,1,0,2,1,2,0,1,3,3
6,405.41411382297434,0,0,1,0,1,-1,1,3,3
9,204.39855765920683,0,1,2,0,1,0,1,3,3
3,82.30988181006417,1,0,2,0,1,-1,1,3,3
2,175.910542258517,0,1,2,0,2,-1,1,3,3
2,39.4084385188056,1,0,2,0,1,-1,1,3,3
5,361.224743660423,1,0,1,0,1,-1,1,3,3
11,163.52945193813147,1,0,2,0,1,1,1,3,3
8,112.72006715627752,0,1,1,0,1,1,1,3,3
2,203.92847325311067,0,0,1,1,2,-1,1,3,3
1,807.2475589781201,1,0,1,1,1,0,1,3,3
9,40.24115154057229,0,1,2,0,1,1,1,3,3
1,476.1581538466625,1,0,1,0,1,-1,1,3,3
1,37.54993637580303,0,1,2,0,1,1,1,3,3
10,120.1965281255499,0,1,2,0,1,-1,1,3,3
6,657.2620974209443,1,1,2,1,2,1,1,3,3
2,216.1800513779246,0,0,2,0,1,-1,1,3,3
1,172.30700665803164,0,1,1,0,1,1,1,3,3
1,190.64979574865538,0,1,1,0,1,0,1,3,3
3,60.85210107890302,0,1,1,0,1,1,1,3,3
1,360.8693995235991,1,0,1,0,1,1,1,3,3
10,62.422658198293554,1,0,2,0,1,1,1,3,3
2,832.1745508951542,0,0,1,1,2,0,1,3,3
1,265.2992504374508,0,1,2,0,1,1,1,3,3
2,409.61153419672644,0,0,3,0,1,-1,1,3,3
7,38.11483399987539,1,0,3,0,2,-1,1,3,3
10,32.76055051462873,0,1,2,0,1,-1,1,3,3
10,29.99,0,1,3,0,1,-1,1,3,3
3,494.7256656520402,1,0,1,0,2,0,1,3,3
1,268.5023086455962,0,1,2,0,1,-1,1,3,3
1,399.438427437329,1,0,1,0,1,-1,1,3,3
4,95.84905681049085,0,1,1,1,1,1,1,3,3
9,180.92139966815253,0,0,1,0,1,0,1,3,3
3,113.70772687266535,1,0,1,1,1,-1,1,3,3
5,446.1077220100272,0,1,1,0,2,1,1,3,3
9,343.86040844503475,0,1,1,0,1,1,1,3,3
9,29.99,0,1,2,1,1,-1,1,3,3
8,29.99,1,0,1,0,1,-1,1,3,3
1,269.4813959237787,0,1,1,0,1,1,1,3,3
6,421.4030336557793,0,1,1,0,1,0,1,3,3
12,107.64421681572087,0,0,1,0,1,1,1,3,3
9,94.14564281751228,1,0,1,0,1,-1,1,3,3
7,45.203788507729826,0,1,1,0,1,1,1,3,3
2,30.218663043870652,0,1,3,1,1,-1,1,3,3
3,397.4360368656875,0,1,1,0,1,-1,1,3,3
3,167.6954716853563,0,1,2,0,1,1,1,3,3
9,29.99,1,0,3,0,1,-1,1,3,3
1,247.21882760977542,1,1,2,0,2,-1,1,3,3
3,89.64635671902778,0,0,1,1,1,-1,1,3,3
4,305.6239433650147,0,0,1,0,1,1,1,3,3
9,29.99,0,1,2,1,2,1,1,3,3
11,130.7371942014555,0,0,1,0,1,-1,1,3,3
2,411.4128515189255,1,0,1,0,2,1,1,3,3
11,438.53130284363925,0,1,1,1,1,0,1,3,3
6,29.99,0,1,1,0,1,1,1,3,3
10,229.83879832102235,0,0,1,0,1,1,1,3,3
4,396.8404321543422,0,1,1,0,1,-1,1,3,3
10,29.99,0,1,1,0,2,1,1,3,3
2,351.82473202047544,1,0,2,0,1,-1,1,3,3
11,230.04726143614766,1,1,1,0,2,1,1,3,3
2,542.2436448837561,1,0,1,1,2,-1,1,3,3
4,62.083226625876996,1,0,1,0,1,-1,1,3,3
1,53.047483906615724,0,0,1,0,2,1,1,3,3
1,830.598480720456,0,1,1,1,2,1,1,3,3
2,119.33145639108895,0,1,1,0,1,-1,1,3,3
2,123.07628124441725,0,1,2,0,1,-1,1,3,3
5,48.42447738530064,0,1,2,0,1,1,1,3,3
10,256.0804510370556,0,1,2,0,1,-1,1,3,3
2,327.15137133461457,0,0,2,0,1,-1,1,3,3
1,30.57801038800051,1,0,2,1,1,-1,1,3,3
2,614.646509068355,1,1,1,1,2,-1,1,3,3
1,720.9682441604648,1,1,2,1,1,-1,1,3,3
10,90.12996714615228,0,1,1,0,1,1,1,3,3
3,223.90865307534975,1,0,2,0,1,-1,1,3,3
6,182.8101265445675,0,1,2,0,1,1,1,3,3
5,45.84567383870152,0,1,1,0,1,-1,1,3,3
1,400.63782191831734,1,0,1,0,1,-1,1,3,3
1,68.76488701494634,1,0,1,0,1,-1,1,3,3
10,247.5291604398341,1,1,1,0,1,-1,1,3,3
3,126.46683749948521,0,1,2,0,1,-1,1,3,3
4,224.2995563173715,0,1,1,0,2,-1,1,3,3
10,230.2475793663427,1,0,3,0,1,1,1,3,3
4,29.99,0,1,1,0,1,1,1,3,3
11,256.5243102349351,0,1,2,0,1,-1,1,3,3
1,831.8081562672504,0,1,1,1,1,0,1,3,3
5,71.00394444911836,1,0,2,0,1,-1,1,3,3
6,149.013629812757,0,0,2,0,1,1,1,3,3
2,410.1037704692136,0,1,2,0,1,1,1,3,3
2,247.49394731546755,0,1,2,0,1,-1,1,3,3
8,233.43943767731665,1,1,2,0,2,-1,1,3,3
6,59.30659482755624,0,0,1,0,1,-1,1,3,3
1,29.99,0,1,1,1,1,-1,1,3,3
12,98.00027892818686,1,0,1,1,2,1,1,3,3
5,322.65978477272625,0,1,1,0,2,-1,1,3,3
1,71.34608203422957,0,1,1,0,1,1,1,3,3
1,661.316759069867,0,1,1,1,1,0,1,3,3
5,118.06547814954791,0,1,3,0,1,0,1,3,3
6,207.9460054067161,0,1,2,0,1,1,1,3,3
2,445.94717399668536,0,1,1,0,1,0,1,3,3
10,29.99,0,1,1,0,1,-1,1,3,3
1,1234.3893021744068,1,0,1,1,1,-1,1,3,3
3,819.847890207799,1,0,2,1,1,0,1,3,3
2,216.57238157312958,0,1,2,1,1,1,1,3,3
9,229.22967644510638,0,1,1,0,1,-1,1,3,3
5,656.1483135282247,1,1,2,1,1,0,1,3,3
5,29.99,0,1,1,0,1,-1,1,3,3
8,133.1903051857471,0,1,1,0,1,-1,1,3,3
10,34.772996042227575,0,1,1,0,1,1,1,3,3
2,68.32189176699269,0,1,1,0,1,-1,1,3,3
9,58.52935958961426,0,1,2,0,2,1,1,3,3
4,186.87834597328512,0,1,1,1,1,0,1,3,3
3,99.25943154836521,0,1,2,0,2,-1,1,3,3
2,800.978386338916,1,1,1,1,3,-1,1,3,3
1,487.15826038248423,1,0,1,0,1,-1,1,3,3
7,120.75963845428122,1,0,1,0,1,-1,1,3,3
6,29.99,1,0,1,0,1,-1,1,3,3
5,86.30269609036168,0,1,1,0,1,1,1,3,3
3,81.0094481806886,0,0,1,0,1,1,1,3,3
5,45.482577997816946,0,1,1,1,1,-1,1,3,3
11,40.686277840566994,0,1,2,1,1,1,1,3,3
4,446.3691571225676,1,1,1,0,2,1,1,3,3
6,728.1403679835413,0,0,1,1,1,-1,1,3,3
10,589.9478258826343,0,1,2,1,1,1,1,3,3
7,116.2896700229629,0,0,2,0,1,1,1,3,3
4,181.36,1,0,2,1,2,0,1,3,3
1,394.2000510474436,0,1,1,0,1,0,1,3,3
9,158.36415080245567,0,1,1,0,2,1,1,3,3
1,29.99,0,1,1,0,1,1,1,3,3
6,105.79571642771252,0,1,2,0,2,-1,1,3,3
5,370.29539593109394,1,0,1,0,2,-1,1,3,3
4,46.29362765321205,1,0,1,0,2,-1,1,3,3
10,82.50733928079224,1,0,2,0,1,-1,1,3,3
1,957.883614529086,1,0,1,1,1,0,1,3,3
2,51.615329580002225,1,0,1,1,1,1,1,3,3
1,234.02844491862936,0,1,1,0,1,1,1,3,3
11,64.04025206605056,0,1,3,1,1,-1,1,3,3
8,78.57947686129334,0,1,2,0,2,1,1,3,3
9,322.11310229199546,1,0,2,0,2,-1,1,3,3
2,30.840486834940776,1,0,1,0,1,-1,1,3,3
2,252.1222041319752,1,0,2,1,1,0,1,3,3
1,29.99,0,1,1,0,1,1,1,3,3
2,669.6910493156972,1,0,1,1,2,0,1,3,3
6,370.07439284353654,1,0,1,0,3,-1,1,3,3
7,173.35586303796606,0,0,2,0,1,1,1,3,3
9,186.73199024767172,0,1,1,0,2,1,1,3,3
2,69.13651950682959,0,1,1,0,2,1,1,3,3
1,324.2397740817834,1,0,2,0,1,-1,1,3,3
3,241.82797031230766,1,0,1,0,2,-1,1,3,3
9,208.5249982625151,1,0,1,0,2,-1,1,3,3
9,347.11845993784704,0,1,1,0,1,-1,1,3,3
7,355.10566951518456,0,0,1,0,1,0,1,3,3
1,155.80266385139294,0,1,2,0,1,0,1,3,3
3,166.82938739495162,0,0,1,0,1,-1,1,3,3
1,1142.8636372840372,0,1,1,1,1,1,1,3,3
2,544.0867712655321,1,1,1,1,2,1,1,3,3
2,481.8374725465154,0,0,1,1,1,-1,1,3,3
9,370.043205024606,1,0,1,0,1,1,1,3,3
1,138.20332967314695,0,1,1,0,1,-1,1,3,3
8,29.99,0,1,1,0,1,-1,1,3,3
4,210.5101887877735,0,1,1,0,2,0,1,3,3
2,138.039747485399,0,1,1,1,1,-1,1,3,3
8,29.99,1,0,2,0,1,1,1,3,3
1,237.7097794500836,1,0,1,0,1,-1,1,3,3
4,55.38591621891889,0,1,1,0,1,1,1,3,3
5,68.14631649064361,1,0,2,0,1,-1,1,3,3
2,29.99,1,0,1,0,2,1,1,3,3
7,29.99,1,0,3,0,2,1,1,3,3
1,244.88736939236622,1,0,2,0,1,-1,1,3,3
8,126.09320461601956,0,0,1,0,1,1,1,3,3
10,380.02219508164904,0,0,1,0,1,0,1,3,3
6,147.26425263768155,0,0,3,0,1,-1,1,3,3
1,170.92087067529104,0,1,1,0,1,1,1,3,3
11,75.40132321245778,0,1,1,0,1,1,1,3,3
2,735.7538631288785,1,0,2,1,1,-1,1,3,3
1,277.50082829959405,0,1,1,0,1,1,1,3,3
2,262.02241975409123,0,1,1,0,1,-1,1,3,3
5,1095.482695957027,0,1,1,1,2,1,1,3,3
11,288.52609445872906,1,0,1,0,1,1,1,3,3
4,242.71204625619836,0,1,2,0,1,-1,1,3,3
3,613.2736074564156,1,0,2,1,2,-1,1,3,3
1,174.16595749418386,0,0,2,0,1,-1,1,3,3
1,322.0302874632635,0,0,1,0,2,-1,1,3,3
2,165.61802994769945,0,0,1,0,1,-1,1,3,3
2,188.06589559069147,0,0,2,0,2,-1,1,3,3
10,89.2530679096837,0,1,1,0,1,1,1,3,3
9,167.0309746305029,1,0,2,0,1,-1,1,3,3
1,996.6258760421481,1,0,1,1,1,-1,1,3,3
10,29.99,0,1,2,0,2,-1,1,3,3
1,275.03482560336914,0,1,1,0,3,1,1,3,3
9,278.1313501798555,0,1,1,0,2,0,1,3,3
5,184.32353388686113,1,0,1,0,1,1,1,3,3
6,270.8700835629141,1,1,1,1,1,-1,1,3,3
1,29.99,1,0,1,0,1,-1,1,3,3
2,104.53,0,1,1,0,2,-1,1,3,3
2,927.1828534524193,1,0,1,1,1,0,1,3,3
1,127.05370577548828,0,0,1,0,2,1,1,3,3
2,30.020124302228318,1,0,1,1,1,1,1,3,3
6,38.20818179317146,0,1,1,0,2,-1,1,3,3
5,418.6963128127868,1,1,2,0,3,1,1,3,3
1,357.9860916216626,0,0,2,0,2,-1,1,3,3
2,289.48409274612305,1,1,2,0,1,-1,1,3,3
4,33.36794367877491,0,1,1,0,1,1,1,3,3
2,220.75202572075347,1,0,1,0,1,-1,1,3,3
3,1031.2936441650947,1,1,1,1,1,0,1,3,3
1,1146.3753684818967,1,1,1,1,3,0,1,3,3
3,234.5820055085082,1,0,1,0,1,-1,1,3,3
8,473.049598214818,1,0,2,0,2,-1,1,3,3
9,518.2540170884969,0,1,1,1,3,1,1,3,3
1,238.1657313467997,0,1,3,0,1,0,1,3,3
11,125.08405954353479,0,0,1,0,1,-1,1,3,3
5,111.95923405336254,1,0,1,0,2,1,1,3,3
3,75.96730793194251,0,1,2,1,1,1,1,3,3
1,161.49140990287722,0,1,1,1,1,-1,1,3,3
4,218.41803010046277,0,1,1,0,1,-1,1,3,3
1,1473.1222789116264,1,0,1,1,2,1,1,3,3
5,86.58889672875463,0,1,1,0,1,1,1,3,3
4,187.46417969486092,0,1,1,0,1,-1,1,3,3
2,709.4334917839365,1,1,1,1,1,0,1,3,3
1,338.771451070528,1,0,2,0,1,-1,1,3,3
10,106.11908636454764,1,0,2,0,1,-1,1,3,3
9,60.46786030722015,0,0,1,0,1,-1,1,3,3
1,660.9531653413793,0,1,2,1,2,0,1,3,3
11,146.56842223962266,1,0,3,1,1,-1,1,3,3
4,88.12894624456504,0,1,1,0,1,1,1,3,3
6,100.33510647772036,1,0,3,0,2,-1,1,3,3
2,822.2610987782634,1,1,1,1,2,-1,1,3,3
6,48.18957816821066,0,0,1,0,1,-1,1,3,3
11,284.56550364655845,0,0,1,0,2,-1,1,3,3
3,1114.7266283727577,1,1,2,1,2,1,1,3,3
1,187.17846551981904,1,0,1,0,1,-1,1,3,3
8,613.1094972109174,0,1,1,1,1,0,1,3,3
1,61.72028630097598,0,1,2,0,1,1,1,3,3
8,112.90779282136253,0,0,1,0,1,1,1,3,3
10,305.0440286978493,1,1,1,0,1,-1,1,3,3
5,418.5210780668249,0,1,2,1,3,1,1,3,3
4,29.99,0,1,1,0,1,1,1,3,3
2,82.15569515774224,0,1,1,0,2,1,1,3,3
2,253.52274213273841,1,1,1,0,2,-1,1,3,3
11,136.758920667179,1,0,1,0,1,1,1,3,3
2,1235.827284597284,1,0,1,1,2,0,1,3,3
7,190.11748749255372,1,0,1,0,2,0,1,3,3
3,199.0697861617325,0,1,1,0,2,-1,1,3,3
1,887.8269107313998,0,1,1,1,1,-1,1,3,3
6,62.736230024282634,0,0,1,0,1,-1,1,3,3
9,114.4711747494873,0,1,3,0,2,-1,1,3,3
6,137.08157304511096,1,0,2,0,1,1,1,3,3
10,67.45043282508244,0,1,1,1,1,0,1,3,3
1,556.7714512181873,0,1,2,1,1,0,1,3,3
9,29.99,0,1,2,1,1,-1,1,3,3
3,143.11233058170154,0,1,2,1,2,-1,1,3,3
9,29.99,1,0,1,1,1,-1,1,3,3
11,86.60218580589117,0,0,1,0,2,-1,1,3,3
5,45.71271749039323,0,1,1,1,1,-1,1,3,3
12,177.91097473305916,0,1,1,0,1,-1,1,3,3
1,74.47807323945834,0,0,1,1,2,0,1,3,3
5,209.99588400102385,1,0,1,0,2,0,1,3,3
2,149.10966671870221,0,1,1,0,1,1,1,3,3
10,40.88898153003221,0,1,2,0,1,1,1,3,3
5,183.83649358914204,1,0,1,0,1,1,1,3,3
1,175.9327062149438,1,0,1,0,1,0,1,3,3
2,683.8310303206217,1,0,1,1,3,0,1,3,3
1,74.99502200625142,0,0,3,0,1,-1,1,3,3
2,140.57309881335803,0,0,2,0,2,-1,1,3,3
8,166.03677017953734,0,1,1,0,1,1,1,3,3
9,278.7443225299665,1,0,2,0,1,-1,1,3,3
6,113.50908961287216,0,1,1,0,1,1,1,3,3
5,29.99,0,1,1,0,2,-1,1,3,3
4,208.24681927692717,0,0,2,0,1,-1,1,3,3
2,544.1019919140602,1,1,1,1,2,1,1,3,3
3,298.6291907178163,1,1,3,0,1,-1,1,3,3
9,299.4906920978499,1,0,2,0,2,-1,1,3,3
1,204.46358619492565,1,1,1,0,1,0,1,3,3
9,426.67640698820804,0,1,2,0,1,0,1,3,3
2,774.716235246077,1,0,2,1,3,-1,1,3,3
2,175.251200864609,0,0,2,1,2,1,1,3,3
2,36.016254226497956,1,0,2,0,1,0,1,3,3
5,29.99,1,0,2,0,1,1,1,3,3
2,38.352797906603975,0,1,2,0,1,1,1,3,3
2,193.48031249421675,0,1,1,0,1,1,1,3,3
7,538.0579459705777,1,1,1,1,2,0,1,3,3
9,29.99,1,0,3,0,2,-1,1,3,3
11,211.22496311692896,0,1,1,0,3,1,1,3,3
5,506.674185995534,0,1,1,1,1,0,1,3,3
1,283.51753890110587,0,1,3,0,1,0,1,3,3
7,64.34705474521351,0,1,1,0,2,1,1,3,3
8,74.86126806681789,1,0,2,1,1,1,1,3,3
4,286.91215667650295,0,1,1,0,1,1,1,3,3
4,549.2657944018241,0,1,2,1,3,1,1,3,3
10,229.93280914982344,0,0,1,0,1,1,1,3,3
1,937.7263250365238,1,1,1,1,1,0,1,3,3
7,147.04677713651853,0,1,2,0,2,-1,1,3,3
1,296.6490532256063,0,0,2,0,1,-1,1,3,3
6,195.49026116780374,0,1,1,0,1,1,1,3,3
4,1469.3750747842423,1,0,2,1,1,1,1,3,3
5,476.88956948716697,1,0,2,0,2,-1,1,3,3
9,279.15226505744874,1,0,2,0,1,-1,1,3,3
3,243.6204396874308,0,0,1,0,1,-1,1,3,3
3,445.81816110429725,0,1,1,1,1,0,1,3,3
2,467.3223476075354,1,0,1,0,2,-1,1,3,3
6,731.2714864731033,0,1,1,1,2,0,1,3,3
2,102.27400679115776,1,0,1,1,1,-1,1,3,3
1,509.2768898047835,0,1,1,1,2,-1,1,3,3
2,149.7377278277175,0,1,2,0,1,1,1,3,3
5,103.34856650366508,0,0,1,0,1,-1,1,3,3
1,237.94909369192942,0,1,2,0,1,1,1,3,3
1,840.3804124310268,1,0,1,1,2,0,1,3,3
5,578.2021562045934,0,0,1,1,1,1,1,3,3
4,734.4457968571985,0,1,3,1,2,0,1,3,3
10,39.58744453586545,1,0,1,0,2,1,1,3,3
10,31.487781486692057,0,1,1,0,2,1,1,3,3
7,841.5481685967268,1,0,1,1,1,0,1,3,3
9,45.89582572287633,0,0,1,1,1,1,1,3,3
9,167.40073727798764,1,0,2,0,1,-1,1,3,3
1,29.99,0,1,2,0,1,1,1,3,3
2,209.32295497268757,0,0,1,0,2,-1,1,3,3
10,111.24330538206003,0,0,1,1,1,1,1,3,3
5,405.3463127085307,1,0,1,0,2,-1,1,3,3
10,146.52510363008835,0,1,1,0,1,-1,1,3,3
2,184.1279594990264,1,0,2,1,1,-1,1,3,3
2,1148.168825700117,0,1,1,1,3,-1,1,3,3
6,356.7932252860419,1,0,1,0,2,-1,1,3,3
11,256.06044735139125,0,0,2,0,1,-1,1,3,3
9,216.24987575499932,1,0,1,0,1,-1,1,3,3
11,37.758063395034696,0,1,1,0,2,1,1,3,3
1,1184.1203850511815,0,1,2,1,2,-1,1,3,3
3,260.76272581494726,0,1,1,0,1,-1,1,3,3
4,367.3535225957551,1,0,3,0,1,0,1,3,3
4,29.99,0,1,2,0,1,-1,1,3,3
3,144.61016314205494,0,1,1,0,1,1,1,3,3
7,256.5828787905874,0,0,1,0,1,-1,1,3,3
7,205.90887838856787,1,0,1,0,1,-1,1,3,3
1,154.92006155320655,1,0,1,0,1,-1,1,3,3
1,222.8148213122209,1,0,1,0,1,1,1,3,3
10,289.17751171954416,0,1,1,0,2,0,1,3,3
4,943.8303500016084,0,1,1,1,2,1,1,3,3
1,477.8632107834575,0,0,1,0,1,-1,1,3,3
9,875.9644284978058,1,1,1,1,2,0,1,3,3
5,318.16093841066817,0,0,1,0,1,-1,1,3,3
10,186.1271982885928,0,1,1,0,1,0,1,3,3
11,29.99,1,0,1,0,1,-1,1,3,3
5,231.46127782069433,1,1,1,0,2,-1,1,3,3
1,281.06779642283465,0,0,1,0,1,-1,1,3,3
7,55.59081465561533,0,0,2,1,1,1,1,3,3
8,201.160467198027,0,1,1,0,3,0,1,3,3
1,434.54269135073497,0,0,1,0,2,1,1,3,3
1,538.2745064087775,0,1,2,1,2,-1,1,3,3
3,99.57717286345527,1,0,1,0,2,1,1,3,3
1,398.7936242967076,1,1,1,0,1,-1,1,3,3
1,572.4373547461774,0,0,1,1,2,-1,1,3,3
9,201.639401307878,0,1,1,0,2,-1,1,3,3
4,29.99,1,0,2,0,1,1,1,3,3
9,29.99,1,0,2,0,1,-1,1,3,3
5,97.91399799568003,0,1,1,0,1,1,1,3,3
11,46.3381377203955,0,0,1,0,1,-1,1,3,3
1,111.1896062034686,0,1,1,0,1,-1,1,3,3
1,537.1834316414202,1,0,1,1,1,0,1,3,3
9,80.04733438366134,0,1,1,0,1,1,1,3,3
6,234.63292773488232,0,0,2,0,1,0,1,3,3
1,479.4291187077721,1,0,1,0,2,-1,1,3,3
3,137.48901422343928,0,1,1,1,1,1,1,3,3
2,1077.042056307876,0,0,1,1,2,-1,1,3,3
