,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,customer_types,treat
46720,3,435.89,0,1,1,0,1,0,1,1,0
46721,8,29.99,1,0,3,0,2,0,1,1,0
46722,4,29.99,1,0,2,0,2,-1,1,3,1
46723,4,796.14,0,1,3,1,1,-1,0,2,1
46724,1,171.5,0,1,2,0,1,1,1,3,1
46725,10,29.99,0,1,2,1,2,1,0,2,1
46726,10,347.37,1,0,2,0,1,1,0,2,1
46727,2,554.6,0,1,1,1,2,1,0,2,1
46728,12,71.58,1,0,1,0,2,-1,0,2,1
46729,3,41.89,0,1,1,1,1,1,0,2,1
46730,9,419.31,0,1,2,1,2,1,0,2,1
46731,5,29.99,1,0,1,0,1,-1,0,2,1
46732,8,238.9,0,1,1,0,2,-1,0,2,1
46733,7,43.59,1,0,2,1,2,1,0,2,1
46734,12,175.27,1,0,1,0,2,-1,0,2,1
46735,1,302.83,1,1,2,0,3,-1,0,2,1
46736,2,337.22,0,1,3,1,2,1,0,2,1
46737,11,29.99,1,0,3,1,1,1,0,2,1
46738,8,418.16,0,1,1,0,2,1,0,2,1
46739,1,29.99,0,1,1,1,1,-1,0,2,1
46740,4,50.45,1,0,2,1,2,0,0,0,0
46741,1,499.81,1,0,1,0,1,1,0,2,1
46742,3,255.74,0,1,2,0,2,0,0,0,0
46743,9,52.13,0,1,1,0,2,0,0,0,0
46744,10,95.15,0,1,1,1,2,1,0,2,1
46745,3,41.44,1,0,3,0,1,-1,0,2,1
46746,1,2239.16,0,1,1,1,1,-1,0,2,1
46747,9,281.78,1,0,2,1,1,-1,0,2,1
46748,1,289.57,1,1,1,1,1,0,0,0,0
46749,3,465.86,0,1,1,1,2,1,0,2,1
46750,1,632.61,1,0,1,1,3,0,0,0,0
46751,9,29.99,1,0,2,0,2,0,0,0,0
46752,4,761.36,1,0,3,1,1,0,0,0,0
46753,6,64.32,0,1,2,0,1,1,1,3,1
46754,1,983.95,1,0,2,1,3,1,0,2,1
46755,4,529.42,1,0,1,1,2,0,0,0,0
46756,8,45.61,0,1,1,1,2,0,0,0,0
46757,7,100.4,0,1,3,1,2,0,0,0,0
46758,11,540.58,0,1,3,1,2,1,0,2,1
46759,4,78.78,0,1,1,0,1,0,0,0,0
46760,9,388.49,1,0,2,0,3,-1,0,2,1
46761,8,370.09,0,1,1,0,1,-1,0,2,1
46762,9,370.97,1,0,2,0,3,-1,0,2,1
46763,3,243.81,1,0,1,0,1,-1,1,3,1
46764,9,67.81,1,0,1,1,1,0,0,0,0
46765,2,305.16,1,0,1,1,3,-1,0,2,1
46766,11,201.55,0,1,2,1,1,1,0,2,1
46767,9,476.8,0,1,1,0,2,-1,0,2,1
46768,1,108.23,0,1,3,0,2,0,0,0,0
46769,9,133.48,0,1,1,1,1,1,0,2,1
46770,9,34.22,0,1,3,0,1,0,0,0,0
46771,5,153.56,1,0,2,1,1,0,0,0,0
46772,10,29.99,0,1,2,1,1,0,1,1,0
46773,5,507.47,1,1,1,1,1,0,0,0,0
46774,2,740.96,1,1,2,1,2,-1,1,3,1
46775,10,266.4,0,1,1,0,2,-1,0,2,1
46776,10,106.35,0,1,2,0,2,0,0,0,0
46777,6,767.66,0,1,3,1,3,-1,1,3,1
46778,7,58.04,1,0,2,0,1,-1,0,2,1
46779,8,424.73,1,1,1,1,1,1,0,2,1
46780,12,29.99,1,0,2,1,1,-1,0,2,1
46781,9,139.84,0,1,2,1,1,0,0,0,0
46782,5,103.48,0,1,1,1,1,1,0,2,1
46783,9,197.22,1,0,1,1,2,0,0,0,0
46784,1,148.43,1,0,1,0,2,1,0,2,1
46785,1,267.27,1,0,2,1,1,-1,0,2,1
46786,5,29.99,0,1,2,0,1,0,1,1,0
46787,3,118.84,1,0,1,0,1,1,0,2,1
46788,7,109.65,0,1,1,0,2,1,1,3,1
46789,10,62.24,0,1,3,1,1,1,1,3,1
46790,1,161.35,0,1,2,0,2,1,1,3,1
46791,8,318.43,1,0,1,0,1,1,0,2,1
46792,3,29.99,1,0,1,0,1,0,0,0,0
46793,2,29.99,0,1,2,0,1,-1,1,3,1
46794,9,56.32,0,1,2,1,2,0,0,0,0
46795,1,331.65,0,1,3,0,1,1,0,2,1
46796,6,50.67,1,0,1,0,1,-1,0,2,1
46797,10,30.73,1,0,2,0,2,-1,0,2,1
46798,1,474.06,1,0,2,0,1,0,0,0,0
46799,9,75.28,1,0,2,1,2,1,0,2,1
46800,11,295.4,0,1,1,0,2,-1,0,2,1
46801,1,106.32,0,1,1,1,1,0,0,0,0
46802,2,600.79,1,0,2,1,2,1,0,2,1
46803,3,1211.76,1,1,2,1,1,0,0,0,0
46804,8,161.05,1,0,3,1,1,1,1,3,1
46805,2,124.31,0,1,1,0,2,0,0,0,0
46806,2,167.02,0,1,3,1,2,0,0,0,0
46807,1,516.12,1,0,1,1,2,-1,0,2,1
46808,6,798.32,1,1,1,1,2,-1,0,2,1
46809,4,40.26,1,0,1,1,1,-1,0,2,1
46810,11,63.62,0,1,1,0,1,-1,0,2,1
46811,9,112.61,0,1,1,0,2,-1,0,2,1
46812,9,29.99,1,0,1,0,2,-1,0,2,1
46813,10,116.16,0,1,2,1,1,-1,0,2,1
46814,2,81.56,1,0,1,0,1,0,0,0,0
46815,9,29.99,1,0,1,0,2,1,0,2,1
46816,11,225.77,1,0,2,1,2,1,0,2,1
46817,10,84.64,1,0,1,1,2,0,0,0,0
46818,5,108.24,0,1,2,0,1,-1,0,2,1
46819,6,29.99,1,0,1,0,2,-1,0,2,1
46820,9,165.3,0,1,1,0,1,0,0,0,0
46821,3,230.85,1,0,1,1,1,1,0,2,1
46822,10,29.99,1,0,1,1,1,1,0,2,1
46823,7,89.92,1,0,1,0,1,1,0,2,1
46824,1,65.4,1,0,3,1,1,1,0,2,1
46825,8,326.27,1,0,1,1,3,-1,0,2,1
46826,3,280.55,1,0,3,0,1,-1,0,2,1
46827,1,594.26,1,0,1,1,2,1,0,2,1
46828,11,78.7,0,1,1,0,2,0,0,0,0
46829,10,41.68,1,0,2,1,1,-1,0,2,1
46830,3,119.06,1,0,1,1,1,1,0,2,1
46831,10,47.04,0,1,1,0,1,0,0,0,0
46832,4,33.24,1,0,2,1,1,1,1,3,1
46833,2,29.99,0,1,1,0,1,0,0,0,0
46834,8,42.51,1,0,2,1,1,0,0,0,0
46835,1,781.43,1,1,2,1,1,1,1,3,1
46836,11,150.23,0,1,1,1,2,1,0,2,1
46837,8,82.72,1,0,2,1,1,-1,0,2,1
46838,11,36.53,0,1,2,1,2,1,0,2,1
46839,9,34.84,1,0,1,1,1,0,0,0,0
46840,5,265.7,1,1,2,0,2,1,0,2,1
46841,7,175.39,1,0,2,0,2,0,0,0,0
46842,2,116.82,1,0,2,0,2,0,0,0,0
46843,1,240.84,1,0,2,0,1,-1,1,3,1
46844,4,125.07,1,0,2,0,2,-1,0,2,1
46845,1,751.04,0,1,1,1,3,1,0,2,1
46846,5,166.53,0,1,3,0,2,0,0,0,0
46847,10,435.34,1,0,3,1,1,1,0,2,1
46848,10,35.36,1,0,2,1,2,-1,0,2,1
46849,6,873.9,1,0,2,1,1,1,0,2,1
46850,7,140.08,1,0,1,0,1,-1,1,3,1
46851,12,309.54,0,1,2,1,1,0,0,0,0
46852,3,134.14,1,0,2,1,2,1,0,2,1
46853,2,178.55,1,0,2,0,1,-1,1,3,1
46854,1,319.35,1,1,2,0,2,0,0,0,0
46855,3,113.35,0,1,1,1,1,0,0,0,0
46856,10,195.36,1,0,2,0,2,-1,0,2,1
46857,7,178.53,0,1,1,1,2,-1,0,2,1
46858,4,41.71,1,0,1,1,1,0,0,0,0
46859,11,29.99,1,0,1,0,2,-1,1,3,1
46860,1,80.9,1,0,1,1,2,1,0,2,1
46861,1,122.94,1,0,1,0,1,0,1,1,0
46862,6,122.39,0,1,1,1,1,1,0,2,1
46863,4,52.89,0,1,1,0,1,0,0,0,0
46864,3,29.99,0,1,3,0,2,-1,0,2,1
46865,1,145.29,1,0,1,1,1,-1,1,3,1
46866,4,1315.84,1,1,1,1,3,1,1,3,1
46867,12,29.99,1,0,1,0,1,-1,1,3,1
46868,10,98.04,0,1,1,1,2,-1,0,2,1
46869,10,280.85,0,1,2,1,1,0,0,0,0
46870,3,619.36,1,1,2,1,2,1,0,2,1
46871,12,133.47,1,0,1,1,2,0,0,0,0
46872,2,67.22,1,0,3,1,2,0,0,0,0
46873,1,141.69,0,1,1,0,2,0,0,0,0
46874,8,319.78,0,1,1,1,2,0,0,0,0
46875,10,75.86,1,0,2,0,1,0,0,0,0
46876,3,29.99,0,1,3,1,2,0,0,0,0
46877,9,312.45,1,0,3,0,1,1,0,2,1
46878,2,413.89,1,1,3,0,1,1,0,2,1
46879,7,59.2,0,1,2,1,1,1,0,2,1
46880,5,29.99,1,0,3,1,1,-1,0,2,1
46881,5,113.14,1,0,1,0,1,-1,0,2,1
46882,8,587.52,1,1,1,1,1,1,0,2,1
46883,4,51.23,1,0,1,1,1,0,0,0,0
46884,1,347.47,0,1,3,0,3,0,1,1,0
46885,2,250.55,1,1,2,0,2,1,0,2,1
46886,2,48.3,0,1,1,1,1,1,0,2,1
46887,11,29.99,1,0,2,0,1,1,0,2,1
46888,11,440.25,1,0,3,0,3,0,0,0,0
46889,11,286.26,0,1,2,1,1,-1,0,2,1
46890,2,29.99,0,1,2,1,1,-1,0,2,1
46891,1,990.53,1,1,1,1,1,-1,0,2,1
46892,1,296.77,0,1,2,0,1,-1,1,3,1
46893,12,131.62,0,1,2,0,2,1,0,2,1
46894,6,226.85,0,1,2,0,3,-1,0,2,1
46895,1,187.79,1,0,2,0,2,-1,0,2,1
46896,6,33.92,0,1,3,1,2,0,0,0,0
46897,4,237.88,0,1,1,1,3,-1,0,2,1
46898,1,108.64,0,1,2,0,2,1,0,2,1
46899,5,47.83,0,1,1,0,1,1,0,2,1
46900,1,685.13,1,0,1,1,3,0,0,0,0
46901,1,592.86,0,1,2,1,2,-1,0,2,1
46902,6,135.77,0,1,1,0,1,0,0,0,0
46903,10,129.64,1,0,2,0,2,1,0,2,1
46904,2,137.09,0,1,2,1,2,-1,0,2,1
46905,9,189.35,1,0,1,0,2,1,0,2,1
46906,2,1250.74,1,0,3,1,2,0,0,0,0
46907,3,87.68,0,1,1,0,2,1,0,2,1
46908,9,234.79,1,0,2,0,3,-1,0,2,1
46909,1,217.61,1,0,2,0,1,1,0,2,1
46910,9,574.65,0,1,1,1,1,1,0,2,1
46911,4,238.09,1,0,3,1,2,0,0,0,0
46912,5,197.81,1,0,1,1,1,1,0,2,1
46913,12,700.33,1,1,1,1,1,0,0,0,0
46914,1,29.99,0,1,1,0,2,-1,0,2,1
46915,8,36.37,1,0,2,0,1,0,0,0,0
46916,2,648.43,1,0,2,1,2,1,0,2,1
46917,10,77.31,1,0,2,1,1,1,0,2,1
46918,9,72.4,1,0,3,1,2,1,0,2,1
46919,10,107.15,0,1,2,1,2,0,0,0,0
46920,1,489.71,0,1,3,0,2,-1,0,2,1
46921,4,145.75,0,1,1,1,1,0,1,1,0
46922,4,232.42,1,0,1,0,1,0,0,0,0
46923,6,84.35,0,1,2,0,2,1,0,2,1
46924,9,29.99,0,1,2,1,2,0,0,0,0
46925,1,272.1,0,1,2,0,2,1,0,2,1
46926,5,175.44,1,0,3,1,2,0,0,0,0
46927,1,182.01,1,0,2,0,1,-1,0,2,1
46928,10,29.99,0,1,1,0,2,1,0,2,1
46929,6,33.18,1,0,2,0,1,1,0,2,1
46930,10,41.47,1,0,1,1,2,-1,0,2,1
46931,2,249.64,1,0,2,1,2,-1,0,2,1
46932,8,51.87,0,1,1,0,2,0,0,0,0
46933,1,292.72,0,1,1,1,2,-1,0,2,1
46934,7,203.14,1,0,1,1,3,1,0,2,1
46935,6,217.07,0,1,1,0,3,0,0,0,0
46936,2,1029.18,1,1,2,1,1,0,0,0,0
46937,5,29.99,1,0,3,0,1,1,0,2,1
46938,3,144.59,0,1,1,0,2,0,0,0,0
46939,9,190.88,0,1,2,1,2,-1,0,2,1
46940,1,235.47,1,1,2,1,1,0,0,0,0
46941,4,254.08,0,1,1,1,2,-1,0,2,1
46942,3,416.79,0,1,2,1,2,1,0,2,1
46943,3,60.86,1,0,2,1,2,-1,0,2,1
46944,10,74.33,0,1,1,0,2,0,0,0,0
46945,2,151.52,0,1,3,0,2,1,0,2,1
46946,8,365.07,0,1,2,1,3,0,0,0,0
46947,1,358.8,1,0,1,1,1,1,0,2,1
46948,5,144.37,0,1,2,1,1,0,1,1,0
46949,4,38.06,0,1,2,0,1,0,0,0,0
46950,2,421.74,0,1,2,0,1,-1,1,3,1
46951,10,962.78,1,1,1,1,2,-1,0,2,1
46952,11,457.33,1,0,2,0,2,1,0,2,1
46953,1,1138.13,0,1,2,1,3,0,1,1,0
46954,7,106.54,0,1,1,0,1,1,0,2,1
46955,10,113.34,0,1,1,1,1,-1,0,2,1
46956,8,434.03,0,1,2,1,2,-1,0,2,1
46957,1,31.86,1,0,3,0,2,-1,0,2,1
46958,6,161.44,0,1,2,0,1,-1,1,3,1
46959,2,85.21,1,0,2,0,1,-1,0,2,1
46960,5,35.24,1,0,1,0,2,1,0,2,1
46961,5,78.7,1,0,1,1,1,1,0,2,1
46962,10,88.07,1,0,2,0,2,1,1,3,1
46963,6,64.84,1,0,2,0,2,-1,0,2,1
46964,11,30.35,0,1,3,1,2,1,0,2,1
46965,1,210.88,1,0,3,1,1,1,0,2,1
46966,3,157.47,1,0,1,1,1,0,0,0,0
46967,7,127.82,1,0,2,1,1,-1,0,2,1
46968,3,421.73,0,1,1,0,2,-1,0,2,1
46969,11,321.3,1,0,2,0,3,1,0,2,1
46970,3,29.99,1,0,3,1,1,1,0,2,1
46971,2,483.65,0,1,1,0,2,0,0,0,0
46972,9,220.22,0,1,2,1,3,1,0,2,1
46973,2,452.51,1,0,1,0,3,1,0,2,1
46974,7,179.19,1,0,2,1,1,0,0,0,0
46975,4,53.0,0,1,2,0,2,1,0,2,1
46976,11,29.99,1,0,2,1,1,-1,0,2,1
46977,12,29.99,1,0,2,0,2,1,0,2,1
46978,4,42.46,0,1,2,1,2,0,0,0,0
46979,10,60.89,1,0,2,1,2,-1,0,2,1
46980,4,123.0,1,0,2,0,1,1,0,2,1
46981,2,91.43,1,0,2,1,1,1,0,2,1
46982,5,224.78,0,1,3,0,1,-1,0,2,1
46983,1,187.8,0,1,3,1,1,1,0,2,1
46984,9,46.41,0,1,3,1,2,0,0,0,0
46985,10,110.97,1,0,1,0,1,1,0,2,1
46986,2,60.4,1,0,3,1,1,1,0,2,1
46987,2,1564.58,0,1,2,1,2,0,0,0,0
46988,10,92.37,1,0,2,0,2,-1,0,2,1
46989,10,612.12,1,0,2,1,2,-1,0,2,1
46990,12,35.07,0,1,1,1,1,1,0,2,1
46991,4,552.07,1,0,2,1,3,0,0,0,0
46992,7,197.5,1,0,2,1,1,-1,0,2,1
46993,2,562.71,0,1,1,1,3,-1,0,2,1
46994,10,192.8,1,0,2,0,2,-1,0,2,1
46995,10,370.35,0,1,1,0,2,0,1,1,0
46996,6,153.45,0,1,1,1,2,-1,0,2,1
46997,4,63.86,1,0,2,1,2,-1,0,2,1
46998,1,297.6,1,0,1,0,2,-1,0,2,1
46999,8,48.81,0,1,2,1,1,0,0,0,0
47000,1,57.84,0,1,2,1,1,0,0,0,0
47001,7,63.07,0,1,2,1,2,-1,0,2,1
47002,11,151.77,0,1,2,0,1,1,0,2,1
47003,5,82.55,1,0,1,1,1,0,0,0,0
47004,6,175.2,0,1,2,1,1,-1,0,2,1
47005,3,200.98,0,1,1,0,1,0,0,0,0
47006,2,29.99,0,1,2,1,2,1,0,2,1
47007,9,261.41,0,1,1,1,1,-1,0,2,1
47008,6,149.98,1,0,1,1,2,-1,0,2,1
47009,4,192.19,1,0,1,1,1,-1,0,2,1
47010,6,58.7,0,1,1,0,1,-1,0,2,1
47011,2,492.51,0,1,1,0,3,0,0,0,0
47012,8,64.8,1,0,2,1,2,0,0,0,0
47013,7,227.6,1,0,3,0,1,-1,0,2,1
47014,11,29.99,0,1,2,1,1,1,0,2,1
47015,10,261.84,1,0,1,1,1,1,0,2,1
47016,9,393.9,1,1,1,0,1,0,0,0,0
47017,1,219.03,1,0,1,0,1,1,0,2,1
47018,5,137.32,0,1,1,1,1,0,1,1,0
47019,10,29.99,0,1,2,0,1,1,0,2,1
47020,3,29.99,1,0,1,0,1,1,0,2,1
47021,2,78.75,1,0,1,0,2,0,1,1,0
47022,9,42.44,0,1,1,0,1,1,0,2,1
47023,3,533.24,0,1,1,1,1,-1,0,2,1
47024,7,724.37,1,0,2,1,2,0,0,0,0
47025,11,311.47,1,0,2,0,1,1,0,2,1
47026,4,59.5,0,1,1,0,1,-1,0,2,1
47027,5,940.15,1,0,1,1,3,0,0,0,0
47028,9,38.75,1,0,1,0,2,0,0,0,0
47029,11,184.76,1,0,2,0,1,0,0,0,0
47030,5,144.03,0,1,3,0,1,1,0,2,1
47031,8,35.63,0,1,2,0,1,-1,0,2,1
47032,7,187.7,1,0,2,1,1,0,0,0,0
47033,2,227.18,1,1,3,1,3,-1,0,2,1
47034,2,211.36,1,0,1,0,1,0,0,0,0
47035,3,657.19,1,1,2,1,3,-1,1,3,1
47036,9,207.14,0,1,2,1,3,-1,0,2,1
47037,7,140.8,0,1,2,0,1,0,0,0,0
47038,10,50.56,0,1,1,1,1,0,0,0,0
47039,8,322.18,1,0,1,0,1,1,0,2,1
47040,6,408.04,1,0,1,0,1,-1,0,2,1
47041,5,730.65,1,1,2,1,1,0,0,0,0
47042,11,186.51,1,0,1,0,2,1,0,2,1
47043,2,291.88,0,1,2,1,2,1,0,2,1
47044,7,89.73,1,0,1,1,1,0,0,0,0
47045,10,261.59,1,1,1,1,2,-1,0,2,1
47046,4,718.93,1,1,2,1,1,0,0,0,0
47047,2,207.18,1,0,1,1,1,-1,0,2,1
47048,5,404.45,1,0,3,1,3,-1,0,2,1
47049,9,87.27,0,1,1,1,2,1,0,2,1
47050,1,537.6,1,0,2,1,2,1,0,2,1
47051,11,116.49,1,0,3,1,2,-1,0,2,1
47052,11,99.27,0,1,2,1,1,1,0,2,1
47053,9,29.99,1,0,3,0,2,1,0,2,1
47054,4,206.48,0,1,2,1,3,-1,0,2,1
47055,10,40.71,0,1,1,1,1,0,0,0,0
47056,7,342.23,0,1,2,0,1,-1,0,2,1
47057,8,504.97,0,1,2,1,1,1,0,2,1
47058,1,877.02,0,1,2,1,1,1,0,2,1
47059,1,206.2,0,1,1,0,2,-1,0,2,1
47060,3,230.16,1,0,3,0,3,-1,0,2,1
47061,1,265.69,0,1,3,0,1,-1,1,3,1
47062,10,84.69,1,0,1,0,2,-1,0,2,1
47063,1,202.72,1,0,2,0,1,0,0,0,0
47064,4,150.9,0,1,2,1,1,-1,1,3,1
47065,9,86.21,0,1,3,0,1,-1,0,2,1
47066,8,721.06,1,1,1,1,3,-1,0,2,1
47067,2,741.16,1,0,2,1,3,1,0,2,1
47068,11,336.27,1,0,1,0,1,1,0,2,1
47069,2,324.02,1,0,2,1,1,1,0,2,1
47070,5,57.04,1,0,1,1,1,1,0,2,1
47071,6,260.59,0,1,2,1,1,1,1,3,1
47072,1,176.05,1,0,3,0,2,1,1,3,1
47073,3,45.95,1,0,2,0,1,0,0,0,0
47074,3,812.69,0,1,1,1,1,1,1,3,1
47075,4,44.03,0,1,2,0,2,-1,0,2,1
47076,7,175.49,0,1,3,0,1,1,0,2,1
47077,11,181.9,0,1,2,0,2,0,0,0,0
47078,11,178.45,0,1,1,1,2,1,0,2,1
47079,2,418.4,1,1,2,0,2,-1,0,2,1
47080,11,51.42,1,0,1,1,1,1,0,2,1
47081,10,39.36,1,0,2,1,2,0,0,0,0
47082,2,969.08,1,0,2,1,2,-1,0,2,1
47083,2,1017.35,1,0,1,1,2,1,0,2,1
47084,3,390.84,1,0,2,0,2,0,0,0,0
47085,5,149.16,1,0,2,1,1,-1,0,2,1
47086,3,169.74,0,1,3,1,2,-1,1,3,1
47087,4,444.07,0,1,2,0,3,0,0,0,0
47088,9,401.92,1,0,2,0,3,0,0,0,0
47089,1,54.57,0,1,3,1,1,0,0,0,0
47090,2,77.0,1,0,1,1,2,0,0,0,0
47091,5,187.96,0,1,3,1,1,0,0,0,0
47092,8,29.99,0,1,2,0,1,0,0,0,0
47093,1,55.34,1,0,1,0,1,0,0,0,0
47094,9,167.18,0,1,2,1,2,0,0,0,0
47095,11,156.84,1,0,2,0,1,0,0,0,0
47096,1,320.24,0,1,1,0,1,-1,1,3,1
47097,9,316.6,1,1,2,0,1,-1,0,2,1
47098,2,155.88,0,1,1,1,1,-1,1,3,1
47099,9,567.55,1,1,2,1,1,-1,1,3,1
47100,6,137.89,0,1,1,1,1,-1,0,2,1
47101,4,828.54,0,1,1,1,2,1,0,2,1
47102,5,134.25,0,1,1,0,1,0,0,0,0
47103,7,79.36,0,1,3,1,2,-1,0,2,1
47104,10,219.47,1,0,2,0,1,0,0,0,0
47105,1,213.59,1,0,1,1,1,-1,0,2,1
47106,4,128.47,0,1,2,1,1,0,0,0,0
47107,5,154.17,0,1,2,1,2,0,0,0,0
47108,1,355.4,1,0,3,0,1,-1,1,3,1
47109,7,177.41,0,1,1,1,2,1,0,2,1
47110,2,119.89,1,0,2,1,1,0,0,0,0
47111,2,1134.84,0,1,1,1,3,0,0,0,0
47112,3,192.76,1,0,1,1,2,0,0,0,0
47113,11,421.03,1,0,1,1,2,1,0,2,1
47114,11,29.99,0,1,2,0,2,0,0,0,0
47115,3,304.09,1,0,1,0,1,0,0,0,0
47116,5,319.15,1,1,2,0,1,0,0,0,0
47117,6,73.29,1,0,1,1,1,-1,0,2,1
47118,1,78.52,1,0,2,1,1,0,0,0,0
47119,10,67.39,0,1,1,0,2,0,0,0,0
47120,9,74.18,0,1,2,1,1,1,1,3,1
47121,8,114.53,1,0,3,1,1,0,0,0,0
47122,8,332.07,0,1,1,0,2,0,0,0,0
47123,6,89.06,0,1,1,0,2,-1,0,2,1
47124,5,104.68,1,0,2,0,2,1,0,2,1
47125,3,339.53,1,0,3,0,1,0,0,0,0
47126,11,441.76,1,1,3,0,2,0,0,0,0
47127,1,29.99,0,1,3,0,2,-1,0,2,1
47128,9,196.89,0,1,2,0,1,0,0,0,0
47129,8,303.41,1,1,1,0,3,-1,0,2,1
47130,3,205.41,1,0,1,1,2,1,0,2,1
47131,4,134.05,0,1,2,0,1,1,0,2,1
47132,1,468.23,1,0,1,0,1,1,0,2,1
47133,6,271.86,1,0,2,0,1,1,0,2,1
47134,11,323.21,1,0,1,0,1,0,0,0,0
47135,7,449.62,0,1,2,0,3,-1,0,2,1
47136,3,516.12,1,0,1,1,3,1,0,2,1
47137,2,531.82,1,1,3,1,3,1,1,3,1
47138,7,179.81,1,0,2,0,2,-1,0,2,1
47139,1,80.01,0,1,1,1,1,0,0,0,0
47140,1,283.65,1,0,2,0,1,0,0,0,0
47141,10,96.41,1,0,2,0,1,1,0,2,1
47142,3,163.96,0,1,3,0,2,0,0,0,0
47143,8,640.21,1,0,1,1,2,1,0,2,1
47144,3,246.14,1,1,1,1,2,0,0,0,0
47145,7,452.13,1,0,1,0,3,0,0,0,0
47146,9,1188.05,0,1,1,1,1,1,0,2,1
47147,2,179.54,1,0,3,1,1,-1,1,3,1
47148,8,33.7,1,0,1,0,2,0,0,0,0
47149,2,104.72,0,1,1,0,2,1,1,3,1
47150,3,73.13,0,1,1,0,1,0,0,0,0
47151,9,29.99,0,1,1,0,2,0,1,1,0
47152,3,115.16,0,1,2,0,2,0,0,0,0
47153,4,1013.13,0,1,2,1,2,0,0,0,0
47154,1,1246.63,1,0,2,1,3,-1,0,2,1
47155,10,121.05,0,1,1,0,2,0,0,0,0
47156,10,39.39,1,0,1,0,1,-1,0,2,1
47157,5,300.48,0,1,1,0,2,1,0,2,1
47158,9,168.55,1,0,2,0,1,1,0,2,1
47159,5,165.97,0,1,2,1,2,0,0,0,0
47160,6,226.48,1,0,3,0,1,0,0,0,0
47161,2,525.16,0,1,3,1,2,-1,0,2,1
47162,11,77.11,0,1,3,0,2,0,0,0,0
47163,3,212.2,1,0,1,0,1,-1,0,2,1
47164,8,31.74,1,0,2,1,1,-1,0,2,1
47165,11,45.36,0,1,2,0,2,0,0,0,0
47166,6,912.61,0,1,1,1,3,-1,0,2,1
47167,8,137.57,1,0,3,0,2,0,0,0,0
47168,10,29.99,1,0,2,1,1,-1,1,3,1
47169,9,137.44,0,1,2,0,2,0,0,0,0
47170,2,103.63,1,0,2,1,1,1,0,2,1
47171,10,111.59,1,0,1,1,2,1,0,2,1
47172,6,212.03,0,1,1,1,3,0,0,0,0
47173,2,389.17,1,0,1,1,2,0,0,0,0
47174,6,189.26,0,1,1,0,1,0,1,1,0
47175,1,503.96,1,1,2,1,1,0,0,0,0
47176,12,239.39,1,0,1,1,1,1,0,2,1
47177,9,64.71,0,1,1,0,2,-1,0,2,1
47178,3,148.03,1,0,1,1,2,1,0,2,1
47179,1,242.93,0,1,3,1,2,1,0,2,1
47180,1,1016.39,1,1,2,1,1,1,1,3,1
47181,3,566.92,0,1,2,1,2,0,0,0,0
47182,11,144.2,1,0,2,0,2,0,0,0,0
47183,2,330.21,0,1,1,0,2,-1,0,2,1
47184,5,33.16,0,1,3,1,2,-1,0,2,1
47185,11,221.46,1,0,1,0,1,1,0,2,1
47186,6,30.48,1,0,2,1,1,0,0,0,0
47187,1,213.26,1,0,2,0,2,1,0,2,1
47188,5,427.54,1,1,1,0,2,-1,0,2,1
47189,10,33.82,1,0,3,1,2,0,0,0,0
47190,10,260.41,0,1,1,1,2,-1,0,2,1
47191,2,54.33,0,1,2,1,1,-1,0,2,1
47192,4,46.32,0,1,2,0,2,1,1,3,1
47193,3,44.75,0,1,2,1,2,1,0,2,1
47194,5,579.05,1,0,2,1,2,1,0,2,1
47195,2,332.89,1,0,2,0,1,1,0,2,1
47196,11,29.99,1,0,2,1,2,1,0,2,1
47197,3,494.58,1,1,3,0,3,0,0,0,0
47198,1,30.57,1,0,2,0,2,0,0,0,0
47199,8,261.83,1,0,3,0,2,1,0,2,1
47200,3,181.8,1,0,2,1,1,0,1,1,0
47201,10,29.99,0,1,1,0,2,1,0,2,1
47202,9,211.9,0,1,1,0,3,-1,0,2,1
47203,2,165.48,0,1,3,0,1,0,0,0,0
47204,10,334.1,0,1,1,0,3,0,0,0,0
47205,5,48.38,1,0,1,1,2,1,0,2,1
47206,1,244.73,0,1,1,0,1,0,0,0,0
47207,9,813.68,1,0,1,1,2,-1,0,2,1
47208,9,137.28,1,0,2,1,1,1,0,2,1
47209,9,67.38,1,0,1,0,2,1,0,2,1
47210,7,294.59,0,1,1,1,2,1,0,2,1
47211,9,714.2,1,0,1,1,1,0,0,0,0
47212,3,142.01,0,1,1,1,2,0,0,0,0
47213,6,441.36,0,1,2,0,1,1,0,2,1
47214,9,180.05,1,0,1,0,2,-1,0,2,1
47215,12,29.99,1,0,1,0,2,1,1,3,1
47216,7,802.63,0,1,2,1,3,-1,0,2,1
47217,8,66.24,1,0,1,0,1,-1,0,2,1
47218,1,152.1,0,1,1,0,2,0,0,0,0
47219,12,457.19,1,0,2,0,1,-1,0,2,1
47220,10,289.49,1,0,2,0,2,-1,0,2,1
47221,12,31.78,1,0,1,1,2,1,0,2,1
47222,1,177.89,1,0,2,1,1,1,0,2,1
47223,5,385.92,1,0,2,0,2,1,0,2,1
47224,4,29.99,1,0,2,0,2,-1,1,3,1
47225,7,114.23,0,1,3,1,2,-1,0,2,1
47226,4,210.46,0,1,2,0,1,-1,0,2,1
47227,7,312.77,1,0,2,0,3,0,1,1,0
47228,6,290.88,1,0,1,0,3,0,0,0,0
47229,2,111.36,1,0,2,1,1,1,0,2,1
