channel,history,is_referral,recency,used_bogo,used_discount,zip_code,treat
1,30.208655337077797,1,2,0,1,1,1
2,77.32109562583675,0,9,1,0,1,1
1,1109.1150115871842,1,1,0,1,1,1
2,600.9285563817241,1,10,1,0,1,1
1,249.4730662699663,0,2,1,1,1,1
1,29.99,0,4,0,1,2,1
2,399.5173186395114,0,1,0,0,1,1
1,29.99,0,1,1,0,1,1
1,701.8776923331943,1,6,0,1,1,1
3,501.85924601929497,0,9,1,0,2,1
1,197.82579498865627,0,10,0,0,2,1
2,348.35029300542436,0,2,1,0,2,1
2,333.6001755362034,0,10,0,0,1,1
2,29.99,0,6,1,0,2,1
2,137.3043230783464,0,9,0,0,1,1
2,412.7153802473128,0,2,1,0,1,1
1,278.11982005320317,1,8,1,0,1,1
3,205.8988078426662,0,1,1,0,1,1
2,296.0206817702684,0,2,1,0,1,1
1,61.315938177976236,1,1,0,1,1,1
2,601.9630606460797,1,10,1,1,1,1
1,64.06831579730944,0,6,1,0,2,1
1,126.75701574064718,0,1,0,0,3,1
1,387.73728142804913,0,10,0,1,2,1
2,401.55321462319995,0,2,1,1,1,1
1,238.1780458432484,0,1,1,0,3,1
1,374.7728881417397,0,8,0,1,2,1
1,148.60343188892867,1,6,0,1,1,1
2,50.2703648769835,1,10,0,0,3,1
2,268.8555168751362,0,11,0,0,2,1
3,1067.0731697994286,1,7,1,1,1,1
1,173.30951235254793,0,1,0,1,2,1
1,199.8709126185124,1,1,1,0,2,1
1,390.8660212173523,0,1,1,0,1,1
1,228.86587961439926,0,10,0,1,2,1
1,224.13983365250715,0,10,0,1,2,1
2,198.8884220226988,0,3,0,0,2,1
2,445.8718809613446,0,1,1,0,1,1
3,219.70381708366116,1,1,0,0,2,1
2,519.4227006149265,1,1,0,0,2,1
2,743.7010980819214,1,1,1,0,1,1
1,100.87512724303123,0,1,1,0,2,1
1,238.94942666761077,1,1,1,0,2,1
1,432.5298408039638,0,1,1,0,3,1
1,333.95840332465,0,1,1,0,3,1
1,333.59464021992795,0,10,0,1,1,1
2,321.42512603381215,0,3,0,1,2,1
1,416.6019493369425,0,2,0,0,2,1
1,92.12863174524692,0,2,0,1,1,1
1,347.20686605018864,0,2,0,1,2,1
1,41.97241678861971,0,1,0,1,1,1
1,1075.3672718072578,1,1,1,0,1,1
1,720.2962662563459,1,1,1,0,2,1
2,115.83530955407889,0,7,1,0,1,1
3,429.2747283930196,0,6,1,1,2,1
1,161.07401042636158,0,6,1,0,1,1
3,789.5963129666754,1,6,0,1,1,1
2,606.6816135958354,1,3,1,0,2,1
1,47.39087402953976,0,6,1,0,1,1
2,808.2735544019567,1,1,0,1,1,1
2,247.68856445228195,0,8,1,0,2,1
2,245.4425830770668,0,1,1,1,2,1
3,569.5972353063466,1,1,0,1,2,1
1,260.8153437434137,1,7,0,1,1,1
1,80.58556184502712,0,4,0,1,1,1
2,234.02533906930654,0,1,0,1,1,1
2,217.9246620236351,1,1,1,0,1,1
3,493.30661301237075,0,2,1,0,1,1
2,29.99,0,10,1,0,1,1
2,774.1987200232111,1,2,1,1,2,1
2,30.000970145624297,0,11,0,1,1,1
1,29.99,0,8,0,1,2,1
1,80.17294256362706,0,4,1,0,2,1
2,271.2068417991077,0,6,1,0,2,1
1,51.56719263383056,1,5,0,0,2,1
1,589.2018881156068,1,3,0,1,2,1
2,474.6425078649418,0,2,1,1,1,1
2,255.44397859764118,1,3,0,1,2,1
1,182.39462623864588,0,2,1,0,2,1
2,247.9028007603777,0,8,1,1,1,1
1,504.0995835368615,1,1,1,0,2,1
1,29.99,0,2,0,1,2,1
1,855.4601667881966,1,1,1,0,1,1
1,77.2929522246762,0,10,0,0,3,1
1,166.3727029721226,0,7,1,0,1,1
1,424.3054299967083,0,3,0,1,1,1
1,179.2070718777626,0,12,0,0,2,1
1,60.23315030235716,0,6,1,0,1,1
1,103.56141859608567,0,11,0,0,1,1
1,193.6598431107131,0,1,1,0,2,1
1,81.71731590956934,0,8,0,1,1,1
2,37.689277709125676,0,4,1,0,2,1
1,37.65567607991744,0,1,0,0,1,1
1,217.13277527463183,0,6,1,1,1,1
2,29.99,0,6,1,0,2,1
1,150.341390983194,0,2,1,0,2,1
2,1074.956154526003,1,1,0,1,1,1
1,467.02032132545446,0,2,1,0,1,1
1,169.72803516236493,0,10,1,0,1,1
2,84.49538682413552,0,12,1,0,2,1
2,325.933569261346,0,3,0,0,2,1
2,145.28975993084939,0,2,1,0,1,1
1,172.61078451944994,0,11,0,0,2,1
3,381.11217091828206,0,1,0,1,1,1
2,152.81157608552178,1,9,1,0,1,1
2,29.99,1,3,1,0,2,1
3,1010.9800325411117,1,1,1,1,1,1
1,104.87021895828205,0,9,0,0,2,1
1,119.24116527221764,0,4,0,0,1,1
1,135.21681303342424,0,10,1,0,2,1
1,86.49949887058267,0,2,1,0,2,1
1,29.99,0,7,1,0,2,1
1,355.09987968776136,0,1,1,0,1,1
1,72.84716617714125,0,9,1,0,1,1
1,466.7354228553751,0,1,0,1,1,1
2,29.99,0,5,0,1,1,1
1,110.91251691936947,0,12,1,0,1,1
1,177.61124919025048,0,6,0,1,1,1
3,1556.5895367810047,1,3,0,0,2,1
1,51.84805966958665,1,5,0,1,2,1
2,243.3640577620564,0,3,1,0,2,1
1,198.21362010940277,0,1,0,0,1,1
2,74.59585258850412,0,1,1,0,1,1
2,46.637983564460995,0,10,0,1,2,1
1,101.48289475371901,0,1,1,0,2,1
2,108.75572221290557,0,2,0,1,2,1
1,308.66712212100003,0,1,0,0,2,1
2,423.36033011779176,0,1,0,0,1,1
1,398.91628525872346,0,1,1,0,1,1
1,641.2963972853424,1,1,1,1,2,1
2,661.283120135783,1,2,1,0,1,1
1,229.37905675590198,0,7,0,0,1,1
2,87.38132089433729,0,5,1,0,1,1
1,362.1399563341714,0,10,0,0,1,1
1,169.57400426000592,0,10,1,0,1,1
1,111.81265896308994,0,1,0,0,3,1
2,296.08159889566133,0,2,1,0,1,1
1,29.99,0,1,1,0,1,1
1,29.99,0,12,0,1,2,1
2,710.3827500093582,1,7,0,0,1,1
1,47.19053503419292,0,11,1,0,1,1
2,471.9957785982392,0,4,0,0,1,1
2,89.76304030238018,1,9,0,0,1,1
2,347.67460799117066,0,1,0,1,3,1
2,239.20960434017454,0,4,0,0,3,1
1,1790.5543704004403,1,1,1,1,2,1
2,79.34626412554482,0,2,0,1,2,1
1,47.99271069500958,0,9,1,0,1,1
1,457.65187571614865,0,2,0,1,1,1
1,126.6553097024101,0,2,1,0,1,1
1,522.3060018263385,1,6,1,0,1,1
1,241.63647913049158,0,4,0,0,1,1
1,489.8155619029615,0,2,0,1,3,1
2,717.3447279295419,1,2,1,0,2,1
1,446.38880675141263,0,3,1,0,1,1
2,186.38692851322384,0,7,1,0,1,1
2,813.680427393867,1,1,1,0,2,1
2,1122.5061138476044,1,1,0,0,1,1
1,29.99,1,8,0,1,1,1
1,221.08284327643688,0,6,1,0,1,1
1,148.67058008575412,0,8,1,0,1,1
2,219.20257247655712,0,9,0,1,1,1
2,159.9237964189451,1,1,1,0,1,1
1,29.99,1,5,0,1,1,1
2,29.99,1,8,1,0,2,1
1,123.15605368317554,0,1,0,0,2,1
1,171.71506982060885,0,6,1,0,1,1
1,259.1657910896389,1,5,0,0,2,1
1,58.358078908577816,0,8,0,0,3,1
2,296.08157620181515,0,2,0,1,1,1
1,101.76846037664507,0,2,1,0,2,1
1,84.12580677436661,0,9,1,0,2,1
2,234.46021532773014,0,2,0,1,1,1
1,232.63919923651503,0,3,1,0,1,1
2,33.952839154764725,0,9,1,0,2,1
1,297.16257449833586,0,1,0,0,2,1
1,57.91178877304027,0,10,1,0,1,1
1,355.402133259222,0,1,0,1,3,1
1,238.12755287540105,0,1,1,0,2,1
2,601.4797818531941,1,11,1,0,1,1
1,486.52495113437647,0,2,0,1,2,1
2,390.0373483097337,0,1,1,0,1,1
2,98.67844774200603,0,6,0,0,2,1
2,63.06464581677061,0,9,0,0,2,1
1,168.2361680389231,0,10,1,0,1,1
1,78.65066973690523,0,1,1,0,2,1
1,782.0272014378038,1,1,0,1,2,1
1,568.7267742872903,1,7,0,1,1,1
2,91.02807101416364,0,12,1,0,1,1
1,229.7554305138264,1,3,0,0,2,1
2,210.41362720213797,0,2,0,0,2,1
1,96.32911169894814,0,2,0,1,2,1
1,191.35849736631016,0,11,1,0,2,1
1,31.665635745768494,0,1,0,1,2,1
2,181.51001307488428,0,5,1,0,1,1
1,941.1087407489659,1,5,0,0,2,1
1,90.96317710747903,0,2,0,1,2,1
1,212.0082950301526,0,9,0,1,2,1
1,29.99,0,8,1,0,1,1
1,364.741251551639,0,2,1,0,1,1
1,1256.7795567828819,1,1,1,1,1,1
1,1310.707858182442,1,1,0,1,1,1
2,615.2221010527301,1,9,1,1,2,1
2,740.9214682175192,1,2,0,1,1,1
2,29.99,0,9,0,1,1,1
2,563.2855894132159,1,8,0,1,1,1
2,70.0038366558516,0,8,1,0,2,1
1,533.0898808174695,1,1,0,1,2,1
2,29.99,1,2,0,1,1,1
2,80.81298446110982,0,2,0,0,1,1
1,237.33950853729922,0,10,1,1,2,1
1,127.27757649385974,0,5,0,1,1,1
1,29.99,1,6,0,1,1,1
1,99.13319260290325,0,1,0,1,2,1
1,126.39679484352594,1,2,0,1,2,1
1,176.34464390168392,0,1,0,0,1,1
1,46.903980737864444,0,2,0,0,2,1
1,29.99,0,9,1,0,2,1
1,121.13069616491799,0,6,0,0,1,1
2,470.8933888527976,0,1,1,0,1,1
1,260.4345503299764,0,6,1,0,2,1
1,165.21977545921433,0,7,1,0,1,1
1,49.21209362892076,1,6,1,0,2,1
2,1025.6845927154318,1,2,0,1,1,1
1,84.06580819124824,0,9,1,0,2,1
2,516.0461995490037,1,1,1,0,2,1
2,231.86949326452776,1,3,1,1,1,1
1,249.59461454041866,1,2,1,0,1,1
3,591.2194574114366,1,7,1,0,1,1
1,111.61268623856935,0,5,0,0,1,1
1,143.08829645725692,0,7,1,0,2,1
2,140.06631110242682,0,3,1,0,1,1
1,58.0273143451442,1,9,0,1,1,1
2,455.2741327711416,0,7,0,0,1,1
3,376.1268039552078,0,2,0,1,1,1
1,112.5944185501752,0,3,1,0,1,1
1,187.77971725316675,0,6,1,0,2,1
1,233.92305379860895,0,5,0,0,2,1
1,280.8608452977486,0,2,0,0,1,1
2,182.77456874999632,1,5,1,0,1,1
1,29.99,1,1,0,1,1,1
1,95.07770595594036,0,10,0,1,1,1
2,201.0543876381361,1,8,1,1,1,1
3,682.7190456035792,1,2,1,1,2,1
1,446.9809499363949,0,2,1,0,1,1
1,114.1057985553506,0,12,0,1,2,1
2,536.5077550815419,1,1,1,0,1,1
3,270.5595313189076,0,4,1,0,2,1
1,317.8877365864799,0,3,1,0,2,1
2,327.65941503011004,0,2,1,0,1,1
2,443.72878862468633,0,9,0,0,2,1
2,529.3076229544388,1,4,0,0,3,1
1,29.99,0,4,1,0,2,1
1,466.84269026941945,0,1,0,1,1,1
1,169.70628441410057,1,3,0,0,3,1
1,165.5953688772687,0,1,0,1,1,1
1,79.08597134679083,0,8,1,0,2,1
1,141.61567788009873,0,5,0,1,2,1
1,166.27783619272276,0,6,0,0,2,1
1,757.7048281238567,1,8,1,1,2,1
2,411.86135179316796,0,7,0,1,1,1
3,1621.2323026078473,1,1,1,0,2,1
2,655.9491149044404,1,2,1,0,1,1
1,303.34076903809415,0,6,1,0,1,1
3,846.1596897161265,1,8,1,1,1,1
1,29.99,0,2,0,1,1,1
3,550.4154198336082,1,5,0,1,1,1
1,361.3897583389019,0,1,0,0,1,1
1,1497.767644447527,1,1,0,0,2,1
2,301.645792942417,0,1,1,0,1,1
3,666.161534564046,1,1,1,1,2,1
2,319.88021247195354,0,6,0,1,1,1
1,1403.470909400435,1,1,0,1,1,1
2,853.3905060345509,1,4,1,0,1,1
1,29.99,0,2,0,1,2,1
1,133.43069647513687,0,11,1,0,2,1
2,40.31617375321783,0,1,1,0,2,1
1,56.199118265396564,0,5,0,0,3,1
2,128.90957026467538,0,2,0,0,2,1
1,125.80150499997778,1,1,0,1,1,1
3,1212.8563806899913,1,1,0,1,2,1
1,234.73380296136102,0,2,0,0,1,1
1,264.95370623173994,0,3,0,0,1,1
1,111.74415116285353,0,3,1,0,1,1
3,435.6375050884376,0,4,0,0,1,1
2,384.13594834923924,0,9,0,1,1,1
1,1733.4367044546266,1,1,1,0,2,1
1,255.92976259551423,0,2,0,0,2,1
1,279.723906933349,0,8,1,0,2,1
1,79.65480267252781,1,5,0,0,2,1
2,162.61286087526335,0,9,0,0,2,1
2,50.57091576573253,0,12,1,0,1,1
2,29.99,1,1,1,0,2,1
1,392.47323869504663,0,6,1,1,1,1
1,113.30901275968478,0,8,0,0,1,1
1,299.3268617530675,0,7,1,0,1,1
1,90.6089579503651,0,10,0,1,1,1
2,833.0984506176956,1,1,1,1,2,1
1,79.85247510086467,1,6,0,1,2,1
1,568.3383127536056,1,6,0,1,1,1
1,78.7126808379676,1,9,0,0,1,1
2,527.8176487929458,1,8,0,1,1,1
2,70.3783205232159,1,1,1,0,1,1
1,513.3726671296654,1,1,0,1,1,1
2,161.776750263576,1,1,0,0,1,1
3,223.36636221599292,0,1,0,0,1,1
1,96.60854455793076,0,9,1,0,1,1
1,564.800560224314,1,1,0,1,1,1
1,498.0809609225922,0,2,0,0,2,1
2,29.99,0,10,1,0,2,1
2,417.7798951284022,0,9,0,1,2,1
2,1260.9177097120055,1,1,1,0,2,1
1,148.1913877264664,0,4,1,0,2,1
2,201.56002012895846,1,9,0,1,1,1
1,91.66877205278236,0,9,1,0,1,1
2,1173.1062051541749,1,2,0,0,2,1
1,49.96697193611112,0,9,1,0,3,1
2,407.9109607542048,0,11,1,0,2,1
2,202.2558777900739,0,9,1,0,1,1
2,38.33729852188061,1,9,0,1,1,1
1,43.73653720035912,0,5,1,0,1,1
1,183.04399796870055,0,3,1,0,2,1
1,314.92408271135605,0,6,0,1,2,1
2,440.02803457062,0,2,0,1,2,1
1,134.26663593900267,0,6,0,1,1,1
1,185.74009835738522,0,9,0,0,1,1
2,410.84183418284846,0,2,0,0,3,1
2,218.63893568782862,0,1,1,0,2,1
1,50.80480187628604,0,3,0,1,1,1
1,29.99,1,2,1,0,2,1
2,655.8808756154874,1,3,1,1,1,1
2,180.14474541483352,0,1,1,0,1,1
1,131.32762425929,0,6,1,0,2,1
1,88.56029717505739,1,6,1,0,1,1
1,29.99,0,2,0,1,2,1
3,240.20882155698507,0,8,0,0,1,1
2,1292.7194654685677,1,1,1,1,2,1
1,29.99,0,1,0,1,1,1
1,306.9342442070719,0,9,0,0,1,1
1,435.4731794927052,0,1,0,1,2,1
1,296.0709901972113,0,7,1,0,2,1
2,29.99,0,1,0,1,2,1
1,263.1717266569973,0,7,0,0,1,1
1,63.27754679422261,0,6,1,0,2,1
1,249.98775210795458,0,3,1,0,1,1
1,559.3218445306883,1,3,1,0,1,1
1,211.68961085028053,0,10,1,0,1,1
1,29.99,0,2,1,0,1,1
1,29.99,0,10,1,0,1,1
2,86.25009298296582,0,2,0,0,1,1
1,50.930775557783264,1,6,1,0,2,1
1,170.4753086818021,0,9,1,0,3,1
2,256.72107134090714,0,5,0,1,1,1
1,300.9027930466122,0,8,0,1,1,1
1,197.14230767945864,0,1,1,0,1,1
1,46.49040741605554,1,10,1,0,1,1
1,229.58506751763807,0,9,1,0,1,1
1,200.321180211191,0,6,0,0,2,1
1,366.54481461416356,0,1,1,0,1,1
2,370.51305974211976,0,10,0,1,2,1
1,389.93786049183234,0,2,0,1,2,1
1,322.9384916397035,0,1,0,1,2,1
1,139.3058965046876,0,10,0,0,1,1
1,187.36573033605492,0,9,0,0,2,1
2,537.0229752598302,1,2,0,1,1,1
2,145.706007392792,1,1,0,0,2,1
1,184.58840785918198,0,9,1,0,1,1
1,180.5889814197286,0,3,0,1,1,1
2,383.06957066905886,0,7,0,1,2,1
1,99.22305418069621,0,6,1,0,1,1
1,88.86876732676521,1,10,1,0,1,1
2,813.0657094056168,1,1,1,0,2,1
1,213.29342806114158,0,6,1,0,3,1
2,91.65346093687793,0,11,1,0,3,1
1,47.10485515648772,0,1,1,0,2,1
1,29.99,0,4,1,0,1,1
1,167.21845260775058,0,2,1,0,1,1
1,159.3946500618532,0,5,1,0,1,1
2,29.99,0,1,1,0,2,1
1,1401.4427170714698,1,1,0,1,1,1
1,29.99,1,11,1,0,1,1
1,59.190333492300375,0,3,1,0,1,1
1,197.284079187844,0,1,1,0,1,1
1,44.43815630204648,0,7,0,1,2,1
1,49.373168195546356,1,10,1,0,2,1
1,107.68339929206584,1,3,1,0,2,1
2,688.715753108984,1,1,0,1,1,1
2,29.99,0,1,0,1,1,1
1,308.96108234838454,0,5,1,1,2,1
2,201.9591264316428,0,1,1,1,1,1
1,104.80010227239342,0,9,1,0,1,1
1,77.45829067660603,0,10,0,1,1,1
1,108.36504839000189,1,11,1,0,1,1
2,446.16117405107235,0,6,1,0,1,1
1,29.99,1,5,0,1,1,1
1,301.3891926023241,0,10,1,0,1,1
1,44.66262016698601,0,6,1,0,1,1
1,186.4863916174623,1,10,0,0,3,1
1,62.91484627242451,0,9,1,0,3,1
1,403.09276351740306,0,10,1,0,1,1
1,112.07777895986777,0,7,1,0,1,1
2,234.49474452837958,0,2,0,1,1,1
1,154.9864974242656,0,3,0,0,2,1
2,633.0905874463374,1,2,1,1,1,1
1,196.9265019411282,0,10,1,0,1,1
2,29.99,0,10,1,0,1,1
2,584.6458321793331,1,1,0,0,2,1
1,102.62268504305571,1,9,1,0,1,1
1,71.02015982528826,1,1,1,0,1,1
1,167.38539590819434,0,2,0,1,1,1
2,268.13248143764457,0,1,0,1,1,1
1,170.3270065467484,0,11,1,0,1,1
2,29.99,0,6,1,0,1,1
2,616.5787430471811,1,9,1,1,1,1
2,29.99,0,1,0,1,2,1
1,114.31022063357183,0,6,1,0,1,1
1,288.0156425844356,0,7,1,0,1,1
1,171.13698336283622,0,2,0,0,1,1
1,212.16070763380372,0,1,0,1,1,1
3,872.3003871635003,1,1,1,0,2,1
1,29.99,0,10,1,0,3,1
1,318.0741398748361,0,9,1,1,2,1
1,208.8865165059565,0,4,0,1,2,1
1,62.218283228198906,0,3,0,1,1,1
1,107.67407946779568,1,3,0,0,1,1
1,51.44552164653462,0,9,1,0,2,1
2,104.46267850962865,0,1,0,1,2,1
1,1408.8114973123052,1,1,0,1,1,1
2,245.5110861318534,0,1,1,1,2,1
2,31.31817409104289,0,11,0,0,1,1
2,178.3477502239323,0,5,0,0,1,1
2,500.804162085906,1,7,0,1,2,1
2,1053.5210635044066,1,1,0,0,2,1
1,250.91910736495444,0,9,0,1,2,1
2,29.99,0,10,0,1,3,1
1,44.11466440981982,0,6,1,0,2,1
2,130.91830677645746,1,4,0,0,1,1
2,1873.6504784492813,1,1,1,1,2,1
1,332.01758591581176,0,4,1,0,1,1
1,250.74672828423695,0,3,1,0,1,1
1,374.57003586245327,0,7,0,1,1,1
2,440.35363384825393,0,2,0,1,2,1
1,48.00405773075141,0,6,1,0,1,1
1,303.6619717667656,0,4,0,1,1,1
2,245.25738567430975,0,8,0,0,2,1
2,430.63449809064224,0,1,1,0,2,1
2,473.48138734943035,0,10,0,1,2,1
2,29.99,0,11,1,0,1,1
1,187.13925416498208,0,1,0,0,1,1
1,792.8934044437161,1,3,0,0,2,1
2,29.99,1,2,0,1,1,1
2,373.26745714315894,0,2,1,0,2,1
2,542.846181708914,1,3,0,1,3,1
1,52.14110752999069,0,10,1,0,1,1
3,689.3065819488876,1,1,0,1,1,1
1,167.34894355457368,0,9,1,0,1,1
1,136.1531422218156,0,8,0,1,1,1
1,1248.9885991835695,1,1,0,1,1,1
1,641.0229010212437,1,9,1,0,1,1
2,343.86978083199494,0,2,0,0,1,1
1,228.30671558608557,0,3,0,1,2,1
2,29.99,0,3,0,1,1,1
1,168.7450769087325,0,1,1,0,1,1
1,283.2145190583793,0,1,0,1,2,1
2,283.78753208304653,0,3,1,0,2,1
1,287.7876114829375,0,1,1,1,3,1
2,195.42218443477967,0,3,0,0,2,1
1,196.8415737332542,1,9,0,0,3,1
2,78.9792198105607,0,7,0,0,2,1
1,165.78477464102016,0,2,0,1,1,1
2,180.2863377576285,0,3,0,1,2,1
1,163.4988147611305,0,11,0,1,2,1
1,184.9751664012569,0,9,1,0,1,1
2,64.5726425912073,1,7,0,1,2,1
3,336.9594225559293,0,3,1,1,1,1
1,29.99,1,3,1,0,2,1
3,1501.115091518096,1,2,0,0,1,1
2,108.99791764528041,1,9,1,0,2,1
1,486.6204710037421,0,4,0,1,2,1
1,375.55968409807457,0,2,1,1,1,1
1,446.01049967361837,0,6,1,0,1,1
2,48.53012551671092,0,5,1,0,2,1
1,43.47522422566504,1,4,0,0,2,1
1,109.2837381891368,0,9,0,0,1,1
2,29.99,0,8,0,1,1,1
2,64.18170233889899,0,6,0,1,1,1
1,69.2854646785503,0,9,0,0,1,1
1,90.25371443091656,1,4,1,0,1,1
1,481.54869625077595,0,2,1,0,1,1
1,167.4530193620196,0,9,0,0,2,1
2,633.7510824884369,1,1,1,1,2,1
2,1210.884603245607,1,1,0,1,2,1
1,207.93357761695427,0,4,0,0,1,1
2,29.99,0,1,0,1,1,1
3,997.8923843067062,1,12,1,1,2,1
1,185.58254757214175,0,9,1,0,1,1
1,84.13686878935508,0,9,1,0,2,1
1,684.7094519750673,1,1,0,1,1,1
1,438.52191315953417,0,11,1,0,1,1
2,761.1258679317907,1,5,0,0,1,1
1,128.67150031047532,0,3,1,0,1,1
1,29.99,0,9,1,0,1,1
2,29.99,0,3,0,1,1,1
2,178.47414077735075,0,1,0,0,1,1
3,1286.8127164744476,1,1,1,0,2,1
1,29.99,0,8,0,1,2,1
2,55.93286910501926,0,9,0,0,1,1
1,42.69684357103162,0,5,1,0,2,1
2,235.83490981197357,0,6,0,0,2,1
1,29.99,0,3,1,0,1,1
2,207.64637704968698,0,9,0,1,2,1
2,68.67109097347348,0,3,1,0,2,1
2,79.60583600937707,0,6,0,1,3,1
1,237.91382534374725,0,2,1,0,2,1
1,1007.4348863635703,1,1,1,1,1,1
1,91.90176359544324,0,6,1,0,1,1
1,29.99,0,10,0,1,3,1
1,389.32724377463103,0,1,0,1,2,1
1,48.04171073180976,0,3,1,0,2,1
2,29.99,1,2,1,0,1,1
1,29.99,0,12,1,0,2,1
1,476.15199156278754,0,2,1,0,1,1
1,89.72293971325774,0,9,0,1,1,1
2,51.906469906854234,0,4,1,0,1,1
1,52.23668114100839,0,8,0,0,2,1
2,373.97213741590355,0,1,1,1,1,1
1,355.78495980454824,0,2,1,0,1,1
2,464.3884887524387,0,8,1,0,2,1
3,470.3688890111479,0,1,1,0,1,1
1,43.55770081839781,1,7,0,1,2,1
1,74.2192710891935,1,8,0,0,2,1
1,109.74138377915173,0,12,1,0,1,1
3,732.9707269037499,1,2,0,1,2,1
1,483.1297150629623,0,9,1,0,2,1
2,45.43423755602635,0,4,0,1,1,1
3,411.6530922979526,0,9,0,0,2,1
2,29.99,1,3,1,0,2,1
1,439.0053458394815,0,1,1,0,3,1
2,170.25731258096843,0,10,0,0,2,1
2,29.99,0,9,0,1,1,1
1,29.99,0,6,0,1,2,1
1,29.99,0,9,1,0,2,1
1,111.88117121263242,0,3,1,0,1,1
1,79.0957823080015,0,9,1,0,1,1
1,216.4263762610144,0,1,1,0,1,1
2,29.99,0,10,0,1,2,1
1,317.73499642480255,0,5,0,0,1,1
2,285.1608897574096,0,9,0,0,1,1
1,111.81412188757373,0,1,0,0,3,1
1,140.831035318218,0,4,1,0,1,1
1,29.99,0,5,0,1,2,1
1,78.72571244203661,0,9,0,1,2,1
1,139.2524391539306,0,7,0,1,2,1
1,53.58,0,9,0,1,2,1
3,615.2522805842465,1,2,1,0,1,1
1,58.59647134576493,0,7,0,0,1,1
2,754.4395906723942,1,1,1,0,1,1
1,262.8267457697527,0,8,1,0,1,1
1,70.00872583179596,0,4,0,1,2,1
1,29.99,1,3,0,1,2,1
1,29.99,1,9,1,0,1,1
3,772.7661478273178,1,3,0,1,1,1
2,285.2663044227621,0,1,1,0,1,1
1,29.99,0,2,1,0,1,1
1,373.94682936118454,0,7,0,0,1,1
1,32.79073199386967,0,8,1,0,2,1
1,255.1309639739013,1,4,1,0,2,1
3,270.64636152801694,0,4,1,0,2,1
1,33.75369430915469,0,1,0,1,2,1
1,67.75551973886459,1,11,1,0,1,1
1,116.1735208901868,0,5,0,0,2,1
1,42.20692381297715,0,5,1,0,3,1
2,179.28112200301547,0,5,1,0,1,1
1,165.37002799022875,0,6,0,0,2,1
1,812.961580631132,1,1,1,1,2,1
1,178.19085135697406,0,6,0,0,1,1
1,250.75135482231988,0,1,1,1,1,1
1,167.6526202974059,0,3,0,0,3,1
2,99.55,0,6,0,0,3,1
1,108.09816114914838,1,12,0,0,1,1
3,617.1361708577097,1,1,0,1,1,1
2,46.78674400070451,0,10,0,1,2,1
1,204.8477295170746,0,7,0,1,1,1
1,212.17685602788706,0,1,0,0,2,1
2,290.6065167912347,0,2,0,1,1,1
1,120.07631718834872,0,10,1,0,2,1
1,67.64441984566578,0,3,1,0,2,1
1,212.3276487741988,0,10,1,0,1,1
3,411.32104254132435,0,9,0,0,2,1
1,32.369473732012196,0,4,0,1,1,1
1,329.1704109993431,0,3,1,1,1,1
2,289.80238448738845,0,2,0,1,2,1
1,136.7074688366388,0,10,0,1,2,1
1,381.2346206606024,0,9,1,0,1,1
3,613.5270907631141,1,5,0,1,1,1
1,282.1437006704738,0,1,0,1,1,1
1,360.864125174916,0,1,0,1,1,1
1,911.7440264879997,1,1,1,1,1,1
1,130.74902779336267,1,1,1,0,2,1
2,222.73832098939303,0,11,0,1,1,1
1,424.0386391543338,0,3,0,0,1,1
1,110.81417408794044,0,7,1,0,1,1
3,477.38842142986687,1,2,1,0,2,1
1,128.57765506325077,0,9,0,1,1,1
1,153.40031218652717,0,2,0,0,1,1
1,88.6093014100831,0,10,1,0,1,1
2,29.99,1,2,1,0,1,1
1,47.04458841988952,1,11,1,0,2,1
2,29.99,0,1,0,1,2,1
1,204.3631109313808,0,7,1,0,1,1
2,260.24187486809933,0,7,1,0,2,1
2,254.20117483286074,0,2,0,1,2,1
1,229.0402951310775,0,10,0,1,2,1
2,81.80817212073167,0,8,0,0,2,1
3,653.6469953597585,1,1,1,0,1,1
1,311.12648942685973,0,10,1,1,1,1
2,53.74862107663513,0,1,0,1,1,1
1,177.80478860581138,1,6,0,0,1,1
1,29.99,1,11,0,1,1,1
1,91.50605000438307,0,8,0,1,1,1
2,40.35370799762979,0,3,1,0,1,1
1,147.22956429661895,0,1,0,1,1,1
1,29.99,0,9,1,0,1,1
1,36.62291302120341,0,10,1,0,1,1
2,879.1792245445741,1,4,1,1,2,1
2,29.99,0,11,1,0,2,1
3,481.26636004855186,0,9,0,1,1,1
1,257.2813211816482,0,4,0,1,1,1
1,181.07938169460076,0,2,0,1,1,1
2,32.2018307856284,0,10,0,0,1,1
3,281.3464749864006,0,11,0,1,2,1
1,227.0539782246557,0,1,0,1,1,1
3,881.5410401436709,1,1,0,1,1,1
2,92.26399608203954,0,5,0,1,1,1
1,275.84892208244315,0,1,0,1,1,1
1,36.2180321830265,0,1,0,1,2,1
2,55.95371580935725,0,10,1,0,1,1
1,303.3243985173894,0,3,0,1,1,1
2,207.7530144621939,0,8,0,1,2,1
1,98.4020034882371,0,1,0,1,2,1
1,29.99,0,10,1,0,2,1
2,930.59063599068,1,4,0,1,1,1
2,482.94891942683375,0,1,1,0,1,1
1,274.7397632011458,0,10,0,1,1,1
1,395.9698614081897,0,2,1,0,1,1
1,62.37063043152479,0,9,0,0,2,1
1,578.6069811159631,1,6,1,0,1,1
1,825.8155883036485,1,4,1,1,1,1
