,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
45942,2,38.04,0,1,1,1,2,1,0
4223,10,193.27,1,0,2,0,2,-1,0
24533,1,85.69,0,1,2,0,1,-1,1
58755,10,150.54,1,0,2,0,2,1,1
29979,1,170.4,0,1,1,1,2,0,0
29552,8,188.27,0,1,3,0,2,-1,1
14197,1,958.43,0,1,1,1,3,-1,0
57459,1,248.36,0,1,2,0,3,0,0
10292,3,71.6,1,0,1,0,1,0,0
33953,3,93.12,0,1,1,0,2,-1,0
37013,5,66.14,0,1,1,0,2,1,0
58811,9,458.23,0,1,1,0,1,-1,0
51692,10,80.74,1,0,2,1,2,-1,0
523,10,317.16,1,0,2,0,1,1,0
39896,5,55.87,0,1,1,0,2,1,1
15441,1,310.23,0,1,3,1,2,-1,1
26686,4,1054.97,1,0,2,1,1,0,0
11629,11,29.99,1,0,1,0,2,1,0
63664,12,320.91,1,0,3,0,2,1,0
40557,7,132.65,0,1,3,0,1,-1,1
18459,4,64.59,1,0,2,1,1,-1,0
60665,9,216.11,1,0,1,0,1,0,0
52208,3,53.31,1,0,3,1,2,1,0
33594,9,29.99,1,0,3,1,2,1,0
25796,5,149.59,0,1,2,0,2,-1,0
17198,9,88.81,1,0,1,1,2,-1,0
5731,3,559.93,1,1,2,1,1,0,0
24558,5,108.12,1,0,1,1,2,-1,0
6241,9,55.58,1,0,1,1,2,-1,0
20120,9,50.28,1,0,1,1,2,1,0
48948,3,29.99,1,0,2,1,2,0,0
33147,4,136.45,1,0,3,0,2,-1,0
37632,3,114.84,0,1,2,0,2,-1,0
45447,3,285.47,0,1,1,0,3,1,0
37146,10,48.5,1,0,2,1,1,-1,1
1420,9,126.66,1,0,1,0,1,-1,0
46364,8,504.85,0,1,1,1,1,1,0
15057,4,91.77,1,0,2,0,1,1,0
46061,9,105.96,0,1,2,1,1,1,0
8201,1,123.38,1,0,1,1,1,1,0
50952,3,50.92,1,0,1,0,1,1,0
60348,10,29.99,1,0,1,0,1,-1,0
13664,12,223.38,1,0,2,1,3,-1,0
14848,1,29.99,1,0,2,1,2,-1,1
4947,6,382.24,0,1,2,1,2,1,0
23440,7,60.19,1,0,1,1,2,1,0
21031,11,36.0,0,1,2,0,2,-1,0
1021,2,188.11,0,1,3,0,1,0,1
47301,12,113.12,1,0,1,1,2,1,0
15505,2,388.86,1,0,1,0,2,1,0
4188,6,131.73,1,0,2,0,1,-1,1
57174,10,918.68,1,0,1,1,3,-1,0
8564,11,54.05,0,1,1,1,2,1,0
26357,1,293.6,0,1,1,0,1,1,0
58420,2,811.23,0,1,2,1,3,-1,0
57269,3,409.94,1,0,2,0,2,0,0
8899,2,208.64,1,0,3,0,2,-1,0
57901,7,29.99,1,0,1,0,2,-1,0
27786,8,610.16,1,1,2,1,3,-1,1
61212,6,101.76,1,0,1,0,2,-1,0
19547,9,143.13,1,0,2,1,2,-1,0
28168,11,103.05,0,1,2,0,1,1,0
58155,6,191.87,1,0,1,1,2,1,1
5568,5,546.98,1,0,3,1,3,-1,0
56901,10,169.64,0,1,1,0,1,-1,1
58824,2,605.44,0,1,1,1,3,1,0
40139,8,56.54,0,1,2,1,1,-1,0
29117,5,117.54,0,1,3,1,1,-1,1
20126,5,72.94,0,1,1,1,2,1,0
55577,11,517.28,1,0,1,1,3,-1,0
48852,6,179.45,1,0,1,1,2,-1,0
22035,6,232.65,0,1,1,1,1,0,0
33995,2,184.29,0,1,2,1,2,0,0
24403,10,29.99,1,0,1,0,2,0,0
43743,9,129.28,0,1,1,1,1,1,0
25131,7,135.54,0,1,2,0,2,0,0
58114,1,35.11,1,0,1,1,1,1,0
51105,7,29.99,1,0,2,0,1,-1,0
17376,9,83.3,0,1,2,1,2,-1,0
49935,3,99.51,1,0,2,0,1,-1,1
43158,4,339.11,1,0,1,1,3,-1,0
13582,10,29.99,0,1,2,0,2,0,0
13990,7,107.32,1,0,2,0,2,1,0
22982,10,398.69,1,1,2,0,1,0,0
63055,10,29.99,1,0,2,1,1,-1,0
29882,7,41.65,1,0,3,1,2,-1,0
19064,3,113.55,1,0,1,1,2,-1,0
776,1,186.69,1,0,1,0,2,1,0
28916,1,32.67,1,0,2,0,2,0,0
36704,10,50.23,1,0,2,0,1,-1,1
5326,7,82.36,1,0,2,0,1,-1,0
58207,6,429.65,0,1,2,0,3,-1,0
2849,3,258.91,1,0,2,1,2,1,0
36440,7,389.3,0,1,1,0,2,1,0
46979,10,60.89,1,0,2,1,2,-1,0
10046,1,1618.32,1,0,1,1,2,1,1
38500,5,306.69,1,1,2,0,3,1,1
53759,7,56.44,1,0,2,0,1,-1,0
22889,10,32.83,1,0,1,0,1,0,0
28214,11,158.23,0,1,3,0,1,1,0
39322,9,125.14,1,0,1,1,1,-1,0
33276,5,121.31,0,1,1,0,2,-1,0
51527,7,301.96,1,0,3,1,2,1,0
30932,3,216.75,1,1,3,1,1,1,1
40320,3,260.78,0,1,2,0,3,1,0
11550,4,145.71,1,0,1,0,2,0,0
27819,6,112.89,1,0,1,1,2,1,0
55019,3,183.75,0,1,1,0,1,1,0
9927,1,191.4,0,1,1,1,1,0,0
20463,8,144.85,0,1,2,1,1,1,0
58835,1,496.74,1,0,2,0,2,1,0
5321,8,29.99,0,1,3,0,1,1,0
1615,5,29.99,0,1,1,1,2,0,0
24164,1,155.86,1,0,2,1,1,0,0
9653,7,442.81,0,1,1,0,1,1,0
441,2,32.18,1,0,1,1,1,-1,0
44071,1,176.25,0,1,2,1,2,-1,0
22143,8,246.08,0,1,2,1,2,-1,0
6939,5,70.51,0,1,1,0,2,1,0
21527,4,63.49,0,1,2,1,1,1,0
46323,9,126.49,0,1,1,0,2,0,0
6073,1,108.18,1,0,2,0,2,-1,0
34833,11,520.72,0,1,1,1,3,1,1
56158,10,118.81,1,0,2,1,1,-1,0
34398,8,29.99,1,0,2,1,2,-1,1
36448,10,88.25,0,1,2,1,1,-1,1
50421,6,443.01,1,1,1,1,3,0,0
41918,3,29.99,1,0,1,1,2,0,0
49928,6,127.33,0,1,1,1,2,1,0
4112,1,79.67,0,1,2,1,1,1,0
5725,9,102.0,1,0,1,1,2,1,0
39634,6,382.19,1,1,2,0,2,-1,0
37689,9,29.99,1,0,1,0,2,0,0
38706,1,877.9,1,0,1,1,1,-1,1
56204,1,252.15,1,0,2,0,2,-1,0
59707,3,75.62,0,1,2,0,2,1,0
37683,8,29.99,1,0,1,1,1,0,0
7754,1,362.46,1,1,3,0,2,0,0
300,6,127.2,0,1,1,0,2,0,0
50221,4,101.75,0,1,2,0,1,-1,1
22469,5,476.15,1,0,1,0,1,0,1
34256,3,1111.26,0,1,2,1,2,1,0
22674,9,390.98,0,1,2,0,2,-1,1
9970,11,326.43,1,0,3,1,1,0,0
38496,2,631.14,0,1,2,1,3,0,0
39112,2,415.67,1,1,2,1,1,0,1
25222,2,234.96,1,0,2,0,3,1,0
36563,10,170.95,1,0,2,1,1,-1,0
127,1,418.68,0,1,1,0,1,0,0
15207,1,270.61,1,0,1,0,2,-1,0
4468,3,168.91,1,0,2,1,2,-1,1
16166,11,177.81,1,0,1,1,1,0,0
57290,2,226.55,1,0,1,1,2,-1,0
29726,12,188.69,0,1,1,0,1,0,0
27616,2,183.81,0,1,1,1,1,-1,1
36182,8,369.91,0,1,3,0,1,1,0
15331,9,103.23,1,0,3,1,1,-1,1
8628,9,572.36,1,1,2,1,2,-1,0
25532,1,295.54,0,1,1,0,3,-1,0
13863,10,144.97,1,0,3,1,1,1,0
18593,1,122.13,0,1,3,0,2,-1,0
33746,4,159.73,1,0,2,1,2,1,0
789,1,485.53,1,0,2,0,1,1,0
1068,1,1015.08,1,1,1,1,3,1,0
11055,1,439.47,1,0,2,1,3,0,0
33114,2,289.43,1,0,1,0,2,0,0
2453,3,478.95,1,0,2,0,1,1,0
19966,11,41.92,0,1,1,1,2,-1,0
55982,11,35.35,1,0,2,0,1,1,0
23619,3,48.23,0,1,2,1,2,0,0
55739,9,70.08,1,0,1,0,1,-1,0
41441,10,254.61,0,1,3,0,2,0,0
49886,1,66.16,1,0,1,1,2,0,0
34162,1,190.64,0,1,1,1,2,1,0
1305,2,572.19,0,1,2,1,3,-1,1
27314,4,449.21,1,0,1,0,2,0,0
12981,4,718.09,1,1,1,1,2,1,0
14658,9,144.61,1,0,2,0,2,0,0
12437,9,82.46,0,1,2,0,1,-1,0
61923,7,742.24,1,1,2,1,3,-1,0
57441,1,85.42,1,0,1,0,2,0,0
38479,6,283.94,1,0,1,1,3,-1,1
36550,4,51.8,0,1,2,0,1,1,0
30935,3,56.46,1,0,2,1,1,1,0
10168,2,153.51,0,1,3,0,2,-1,0
52758,4,486.67,0,1,2,0,1,1,0
55451,5,111.47,1,0,1,1,1,-1,0
55978,10,29.99,1,0,2,1,2,1,0
33132,12,29.99,1,0,1,0,2,0,0
38605,10,152.74,1,0,1,0,2,-1,0
40890,6,334.02,0,1,2,0,2,0,0
55789,10,89.01,0,1,2,0,1,1,1
30986,11,786.57,1,0,2,1,2,0,0
35686,9,47.19,1,0,1,1,2,-1,0
31439,10,29.99,0,1,2,0,1,-1,1
5612,4,258.31,1,1,2,0,2,-1,1
37231,1,438.42,1,1,1,0,3,-1,1
55776,2,509.09,1,1,1,1,3,-1,0
62612,8,384.65,1,1,2,0,2,1,0
14043,2,304.95,0,1,1,0,3,1,0
15477,2,142.42,1,0,1,1,1,-1,1
23573,10,66.3,1,0,2,1,1,1,0
47712,1,491.51,1,1,2,1,3,1,0
62868,1,1465.8,1,1,1,1,1,-1,1
33435,12,149.92,1,0,2,0,1,-1,1
28363,2,29.99,1,0,1,0,1,0,0
35712,6,152.61,1,0,2,1,1,0,0
14664,11,29.99,1,0,3,0,2,0,0
44675,3,405.82,0,1,3,0,2,1,0
2478,10,240.36,0,1,1,0,2,0,0
2137,3,123.89,0,1,1,1,2,0,0
22213,10,187.98,1,0,1,1,2,-1,0
14058,11,203.56,1,1,2,0,1,0,1
59279,12,169.86,1,0,2,1,2,0,0
59804,4,38.15,1,0,1,0,1,-1,0
19916,8,409.39,0,1,1,0,3,1,0
10640,3,166.69,1,0,2,0,2,1,0
45787,7,267.54,0,1,1,0,3,0,0
20603,4,135.64,0,1,1,1,2,1,0
9988,10,99.78,1,0,1,1,2,1,0
3729,2,61.04,1,0,1,1,1,1,1
26122,10,633.1,1,1,2,1,2,0,0
39869,5,430.33,0,1,2,1,1,1,1
20161,11,29.99,1,0,2,0,2,0,0
23025,1,33.4,0,1,1,1,2,0,0
8148,7,29.99,0,1,2,0,1,1,0
47003,5,82.55,1,0,1,1,1,0,0
23073,10,328.78,1,1,3,0,1,-1,1
2514,9,29.99,1,0,1,0,2,-1,0
40091,2,62.29,1,0,1,0,2,-1,0
25521,9,61.99,0,1,1,1,2,0,0
47783,5,139.33,0,1,1,1,2,1,0
39076,10,71.54,0,1,1,1,1,0,0
41882,10,38.95,0,1,3,1,2,-1,0
42885,8,254.37,1,0,2,1,1,1,0
6032,2,29.99,1,0,1,1,1,1,0
21512,2,669.06,0,1,1,1,1,-1,0
24717,2,314.61,1,1,3,0,2,1,0
20430,2,29.99,1,0,1,1,2,-1,0
5566,3,176.92,0,1,1,1,1,-1,0
8938,11,53.43,0,1,1,0,2,1,0
54723,5,85.68,1,0,1,0,1,0,0
2208,2,70.44,0,1,1,0,2,1,0
10282,6,337.76,0,1,1,1,1,1,0
17363,10,301.23,0,1,3,1,2,1,1
36792,6,230.91,0,1,1,1,2,1,0
42562,2,188.47,1,0,1,0,1,0,0
7721,7,321.89,1,0,2,0,2,1,0
56413,2,255.07,0,1,2,1,3,1,0
48074,4,29.99,0,1,3,0,1,-1,0
34629,6,66.54,0,1,3,1,1,-1,0
26358,5,67.69,0,1,1,1,1,-1,0
23741,9,84.67,0,1,2,1,1,-1,0
46992,7,197.5,1,0,2,1,1,-1,0
12378,1,50.81,1,0,2,0,1,-1,0
49990,1,29.99,1,0,1,0,1,-1,0
4102,9,268.17,0,1,3,1,3,0,0
55520,4,996.08,1,0,2,1,2,1,0
22447,4,335.26,0,1,1,1,3,-1,0
22861,1,532.11,1,0,1,1,2,1,0
54909,7,290.57,1,0,1,0,1,-1,0
50335,3,767.15,1,0,3,1,2,-1,0
3913,5,206.15,0,1,1,0,2,0,0
14416,10,238.63,0,1,2,1,1,0,0
21774,6,283.57,0,1,1,0,2,1,0
62340,4,421.05,1,1,1,0,1,0,0
48704,8,547.33,1,1,3,1,1,0,1
56409,7,29.99,0,1,1,1,2,-1,0
27408,9,29.99,1,0,1,0,1,1,0
15245,7,337.31,0,1,1,1,3,0,0
4488,10,136.67,0,1,1,1,2,1,0
53431,1,226.97,1,1,2,0,3,1,0
47852,1,674.91,1,0,2,1,1,1,0
33237,8,29.99,1,0,1,0,2,-1,0
23864,6,100.56,0,1,2,0,2,0,0
2521,3,95.16,1,0,2,0,2,0,0
17091,2,311.03,0,1,2,0,1,0,0
50064,6,429.7,0,1,3,1,2,0,0
43301,3,270.23,1,1,1,0,1,0,0
47481,2,200.03,1,0,3,0,2,1,1
33759,10,371.81,1,0,1,0,1,-1,1
12332,3,172.17,0,1,1,1,1,0,0
15543,6,90.65,0,1,2,1,1,1,0
40186,2,248.25,0,1,2,1,2,0,0
17112,3,50.73,1,0,2,1,1,-1,1
2019,10,49.48,0,1,1,0,2,0,0
12585,3,553.59,1,0,3,1,1,1,0
37520,12,146.73,0,1,1,0,1,0,0
3172,5,301.26,1,0,1,0,3,0,0
42173,11,29.99,1,0,2,1,1,1,0
25831,8,29.99,1,0,3,0,2,1,1
29438,9,29.99,1,0,1,1,1,-1,0
45689,10,248.65,0,1,1,1,2,1,0
5722,9,61.03,1,0,2,1,1,1,0
8780,4,37.3,0,1,1,0,2,0,0
26117,1,174.73,1,0,2,1,2,-1,1
18824,2,281.11,0,1,2,0,1,1,0
40756,1,142.09,0,1,1,1,2,-1,0
44480,2,149.12,0,1,1,1,2,0,0
49762,1,44.09,1,0,1,1,1,1,0
41053,4,884.35,1,1,1,1,1,-1,0
24947,11,99.89,1,0,1,0,2,1,0
13682,2,1890.33,1,0,2,1,2,-1,0
60839,9,38.23,1,0,2,1,1,0,0
62229,1,119.94,0,1,1,1,2,-1,0
25576,9,31.2,0,1,2,1,1,-1,0
41595,6,471.63,1,1,2,0,2,1,0
18011,7,290.36,1,0,3,1,1,0,0
30697,2,361.11,1,0,1,0,3,0,0
51601,5,39.61,1,0,2,0,1,0,1
32810,1,103.49,1,0,3,1,2,0,0
58126,9,97.33,1,0,1,0,2,0,0
21245,10,663.27,1,0,3,1,1,-1,1
14192,6,321.72,1,0,1,0,1,0,0
6386,6,183.6,1,0,3,0,1,-1,0
5607,3,205.34,1,1,1,1,2,0,1
2383,4,330.13,0,1,1,0,1,1,0
40582,3,967.27,1,1,3,1,1,0,0
33805,2,332.56,1,1,1,0,1,1,1
46035,5,321.39,0,1,2,0,1,1,0
8078,1,419.84,1,0,1,0,2,1,0
4932,10,51.45,1,0,3,1,1,1,0
51384,3,1065.76,1,0,2,1,2,1,0
36723,2,489.22,1,1,2,0,2,1,0
7487,1,635.86,1,0,2,1,3,-1,0
6564,4,346.42,1,1,1,0,1,1,0
3308,1,813.67,0,1,3,1,3,0,0
35731,10,103.24,1,0,2,0,1,-1,0
4276,3,305.25,0,1,3,0,1,-1,0
4396,9,65.07,1,0,1,1,2,0,0
18610,2,389.66,0,1,2,0,1,-1,0
29319,10,29.99,1,0,1,1,1,1,0
42165,5,193.52,1,0,2,0,2,0,0
7797,6,284.4,1,1,1,0,2,1,0
19270,5,84.56,1,0,2,1,1,-1,0
55578,12,149.76,0,1,2,0,1,1,0
1087,1,828.72,1,0,2,1,1,1,0
2601,2,482.14,0,1,1,0,3,0,0
2030,10,35.55,0,1,2,1,2,1,0
23932,2,90.14,0,1,2,0,1,-1,0
16787,6,29.99,1,0,1,0,1,1,0
12625,3,29.99,1,0,2,0,2,1,0
29173,10,254.76,1,0,1,0,1,-1,1
58313,1,81.94,1,0,2,0,2,1,0
1218,2,366.26,0,1,1,0,3,-1,0
20978,1,166.31,0,1,1,0,2,0,0
17071,1,465.26,1,0,2,0,2,0,1
4054,3,60.98,0,1,2,0,2,1,0
9142,4,103.64,1,0,1,1,1,-1,0
23286,1,197.71,0,1,2,0,1,1,0
11633,9,307.58,1,0,2,0,2,1,0
36014,6,123.6,0,1,2,1,1,1,0
4126,8,70.75,0,1,2,0,2,-1,1
25761,3,1040.17,0,1,1,1,1,-1,0
22736,1,29.99,1,0,2,0,2,0,1
18313,6,285.94,1,1,2,1,2,1,0
36960,2,158.95,1,0,1,1,1,1,0
15571,2,51.37,0,1,1,0,2,0,0
51221,1,355.49,1,0,1,0,1,1,0
47682,7,99.86,1,0,2,0,1,-1,0
46655,1,316.53,1,1,1,1,2,1,0
56329,10,94.03,0,1,1,0,1,-1,0
5915,2,822.76,1,1,2,1,3,-1,1
16157,8,42.84,1,0,2,0,2,1,0
57477,1,29.99,0,1,1,1,1,1,1
21662,9,525.34,1,0,3,1,3,1,0
16676,10,270.06,1,1,1,0,3,1,1
52777,1,233.44,1,0,3,0,1,0,1
60779,9,51.68,0,1,2,1,1,-1,0
63262,5,34.14,0,1,3,1,1,-1,1
46030,6,265.55,0,1,2,0,3,1,0
45884,1,1534.12,1,1,2,1,1,0,0
43051,1,117.64,0,1,1,1,2,0,0
31378,1,272.07,1,0,1,0,3,-1,0
47146,9,1188.05,0,1,1,1,1,1,0
20812,8,219.97,1,1,2,1,1,0,0
14546,9,29.99,0,1,1,1,2,0,0
2025,10,419.15,0,1,2,0,3,-1,0
34313,2,131.81,1,0,2,0,1,-1,0
10834,12,94.95,1,0,2,0,2,-1,0
3288,6,413.2,1,0,1,0,3,0,0
24753,8,65.59,0,1,2,1,1,-1,0
35901,12,133.13,1,0,1,0,1,0,1
39462,9,100.91,1,0,1,0,1,1,0
50224,10,99.86,1,0,1,0,2,1,0
32798,7,252.65,0,1,3,0,2,0,0
26697,4,62.78,1,0,1,0,1,-1,1
39686,5,405.21,1,1,2,0,3,-1,1
26632,9,479.44,1,0,1,0,3,-1,0
42018,7,42.02,0,1,2,1,1,0,0
34179,8,383.33,0,1,1,0,2,1,0
18868,6,87.47,1,0,1,0,2,-1,0
7276,4,297.8,1,0,1,0,1,1,0
10162,4,37.99,0,1,1,1,1,1,0
56647,8,50.23,0,1,2,0,1,-1,0
45562,11,78.29,1,0,2,0,1,1,0
31550,2,130.78,1,0,1,1,2,0,0
56071,9,455.26,0,1,1,0,3,0,0
50581,10,39.5,0,1,2,1,2,1,0
39645,10,278.69,1,0,1,0,1,-1,0
1526,4,398.76,1,1,2,0,1,1,0
26289,1,32.1,0,1,1,0,1,0,0
48151,1,130.27,1,0,2,0,2,-1,0
2781,4,509.9,1,0,1,1,2,1,0
52788,9,125.35,0,1,1,0,2,-1,0
24301,1,768.65,1,0,2,1,3,-1,0
62482,4,576.66,1,0,2,1,2,0,0
23967,1,89.77,1,0,2,0,1,1,0
10886,3,669.58,1,0,1,1,1,1,1
20096,1,528.79,1,1,1,1,2,0,0
36196,6,308.42,0,1,1,0,1,1,0
12266,7,53.37,1,0,1,1,2,0,0
21122,4,345.04,1,0,1,0,2,-1,0
40681,10,204.66,1,0,2,1,2,1,0
23569,10,55.58,0,1,1,1,1,0,0
54450,3,206.72,0,1,1,0,3,0,1
4118,8,119.19,0,1,1,1,2,0,0
9602,3,49.39,1,0,3,0,2,-1,0
36052,1,307.6,1,1,2,0,2,1,0
36773,10,32.96,1,0,3,0,1,-1,0
20852,7,62.08,1,0,2,1,2,1,0
47917,12,94.25,1,0,1,1,2,0,0
51776,10,126.54,0,1,1,1,1,1,0
45153,10,29.99,0,1,2,0,1,0,0
19311,1,60.23,0,1,3,1,2,-1,0
62617,11,76.96,1,0,2,0,2,-1,0
13150,4,149.54,0,1,2,1,2,0,0
15558,4,37.6,0,1,1,1,1,-1,0
62802,6,147.77,0,1,1,1,1,1,0
22388,5,396.22,1,0,2,1,2,1,1
36994,10,204.64,1,0,2,0,2,0,0
59943,9,167.65,1,0,2,0,1,-1,0
61449,8,29.99,1,0,1,1,2,0,0
2756,9,29.99,1,0,2,1,1,1,0
21589,12,169.33,0,1,1,1,1,1,0
19250,3,74.42,0,1,3,1,1,0,0
9356,10,254.14,0,1,1,0,1,0,0
12918,2,107.89,0,1,2,1,2,-1,1
53345,1,740.37,1,0,2,1,1,0,1
55897,3,37.09,1,0,1,0,1,-1,1
22985,7,64.92,0,1,1,1,2,1,0
42136,3,133.15,1,0,2,0,2,1,0
20551,6,170.3,0,1,1,0,2,0,0
14208,6,29.99,0,1,2,0,1,1,0
43568,4,610.95,1,1,1,1,3,1,0
41406,4,144.61,0,1,1,0,2,1,0
43483,5,191.37,1,0,1,0,2,-1,0
25074,6,29.99,1,0,1,0,2,-1,0
45510,12,29.99,0,1,1,1,2,0,0
28241,5,212.28,1,0,2,1,3,1,0
28369,7,514.51,1,0,1,1,3,0,0
34342,10,56.96,1,0,2,0,1,-1,0
12571,9,82.06,0,1,1,0,2,-1,0
4147,10,97.08,1,0,3,0,2,-1,0
47310,1,456.25,1,1,2,1,1,0,1
41490,11,195.15,0,1,3,0,1,0,0
19225,10,29.99,0,1,1,0,2,1,0
26721,2,300.19,0,1,1,0,3,0,0
62358,11,103.1,1,0,3,0,2,1,0
23054,5,29.99,1,0,1,0,1,0,0
8442,12,29.99,1,0,3,1,2,-1,0
57973,3,472.54,1,1,2,0,1,1,0
13859,9,29.99,1,0,2,1,2,-1,0
7058,1,818.51,1,1,1,1,3,0,0
60346,7,261.76,1,1,2,0,1,1,1
16008,11,322.09,1,0,1,0,2,0,0
53408,1,590.04,0,1,2,1,1,0,1
3101,5,138.97,0,1,1,0,2,1,0
4399,1,62.16,0,1,3,0,1,1,1
63401,3,404.1,1,0,3,1,1,0,0
37442,3,73.94,1,0,3,0,1,-1,0
59036,12,288.23,1,1,2,1,1,0,0
57375,4,514.16,1,0,3,1,3,1,0
8620,1,623.04,1,1,1,1,3,-1,0
31423,2,841.81,1,1,1,1,3,0,0
21824,5,106.54,0,1,2,1,1,-1,0
20228,9,106.32,0,1,3,0,1,0,0
44834,3,1486.76,1,1,2,1,3,-1,0
53717,3,170.66,1,0,3,1,2,1,0
38427,9,163.15,1,0,2,1,2,-1,0
54577,2,57.64,0,1,2,1,2,1,0
25608,10,311.41,0,1,1,0,3,-1,0
27335,4,787.83,1,1,2,1,3,-1,0
31875,7,397.87,1,0,1,0,2,1,0
53498,12,144.83,1,0,2,1,1,1,0
58492,6,402.31,1,0,2,0,2,-1,0
2365,9,85.83,1,0,3,0,1,-1,0
25195,6,434.74,1,0,2,0,3,1,0
41867,1,86.88,1,0,3,0,1,0,0
51223,8,1024.49,1,0,1,1,3,-1,0
12466,1,154.69,1,0,3,1,1,1,0
47200,3,181.8,1,0,2,1,1,0,1
43667,10,455.75,1,0,1,0,1,-1,0
48577,2,264.75,0,1,1,0,1,-1,0
36787,3,292.92,1,0,2,0,2,0,0
28696,11,124.2,0,1,1,1,1,0,0
1814,6,250.5,1,1,3,0,2,1,0
11780,4,154.31,0,1,3,1,1,0,0
55496,2,749.54,0,1,1,1,3,1,1
34284,1,206.85,1,0,3,0,3,0,0
40432,6,68.67,0,1,1,1,1,-1,1
56611,4,689.32,0,1,2,1,2,1,0
18254,9,347.38,1,0,2,0,3,-1,0
37907,10,104.71,0,1,1,1,2,1,1
58204,7,29.99,1,0,3,1,2,1,0
31970,1,528.58,1,1,3,1,3,1,0
10452,3,215.31,1,0,2,0,1,1,0
53255,6,95.1,0,1,1,0,1,0,0
20829,11,130.21,0,1,1,1,1,-1,0
35394,1,29.99,0,1,2,0,1,-1,0
58481,11,51.63,1,0,2,0,1,0,0
30890,11,333.12,0,1,2,0,1,-1,0
42019,12,122.67,0,1,1,0,2,0,0
23070,10,201.22,1,0,2,0,1,0,0
11204,7,416.12,0,1,2,1,1,0,0
58293,9,84.64,1,0,3,0,2,0,0
28868,8,73.23,1,0,1,1,1,-1,0
4883,7,78.37,1,0,1,1,2,0,0
48931,3,240.85,1,0,1,1,2,-1,0
37086,7,43.41,1,0,2,0,2,1,0
31490,9,84.19,1,0,1,0,2,-1,0
27137,2,288.28,1,0,3,0,2,1,0
54515,6,29.99,0,1,1,0,2,0,0
613,1,544.98,1,0,2,1,1,0,0
43994,8,709.17,1,1,1,1,1,1,0
44704,4,276.72,1,1,1,1,1,1,1
60623,3,51.58,0,1,3,1,1,0,0
16095,10,127.46,0,1,3,1,2,-1,0
59641,9,745.29,0,1,1,1,2,-1,0
37178,9,172.31,1,0,2,1,1,0,0
25046,7,53.07,1,0,2,1,1,-1,0
24967,5,159.44,1,0,2,1,2,0,0
16425,7,669.28,1,1,3,1,2,1,1
5829,8,601.87,1,1,2,1,3,1,0
1809,8,78.95,1,0,2,0,2,-1,0
15910,8,230.89,1,0,1,1,1,1,0
48282,10,46.58,1,0,1,1,1,1,0
2576,7,150.36,0,1,2,0,2,1,1
19977,7,543.56,1,0,1,1,1,-1,0
47468,9,81.9,0,1,2,0,2,0,0
63506,11,204.34,0,1,1,1,1,0,0
52506,12,539.84,1,1,2,1,3,-1,0
5235,10,702.94,0,1,1,1,1,1,0
44594,11,259.59,0,1,3,1,1,-1,1
47836,1,414.95,1,0,1,1,3,1,0
13801,1,245.67,0,1,1,0,1,0,0
55361,2,436.92,1,0,2,1,3,1,0
18525,9,143.5,1,0,1,1,1,0,0
1738,11,96.07,0,1,2,0,2,1,0
16087,1,501.11,1,0,2,1,3,-1,0
54177,8,218.19,0,1,1,0,2,1,0
47574,4,92.74,1,0,3,0,1,-1,1
57985,9,424.05,0,1,1,0,2,0,0
31,9,334.24,1,0,2,0,1,-1,0
6240,4,155.6,0,1,2,1,2,0,0
29612,1,61.11,1,0,1,1,1,-1,1
8171,12,29.99,1,0,2,0,1,0,0
60099,2,138.15,1,0,1,0,2,0,0
27576,4,29.99,1,0,1,1,1,0,0
48723,12,394.08,1,0,2,0,1,0,0
58583,3,881.84,1,1,1,1,3,0,0
60258,12,48.66,1,0,2,0,2,1,0
38766,2,59.49,1,0,2,0,2,1,0
2966,9,29.99,1,0,2,0,1,0,0
60409,4,664.49,1,1,2,1,2,-1,0
6700,4,123.06,0,1,2,1,2,1,0
23385,6,157.16,1,0,2,0,1,1,0
6818,10,171.68,1,0,1,1,1,-1,0
43361,7,106.38,0,1,3,1,1,1,0
32747,8,313.39,0,1,1,0,1,0,0
24238,2,91.19,1,0,1,1,1,0,0
60817,1,218.32,0,1,1,1,2,0,0
19391,5,1084.71,1,1,2,1,2,1,0
4965,2,466.8,1,1,1,0,3,1,0
7068,5,347.22,1,0,2,1,1,-1,0
58394,10,29.99,1,0,1,0,1,0,0
31171,4,49.73,0,1,3,1,1,-1,0
22667,1,459.37,1,0,1,0,1,-1,0
14623,5,746.93,1,1,2,1,3,0,1
32711,11,153.14,0,1,1,1,1,0,0
42247,7,40.64,1,0,1,0,1,0,0
57691,10,178.61,1,0,3,0,1,1,0
60746,3,132.32,0,1,2,0,1,0,0
57369,2,58.24,1,0,2,1,1,1,0
2992,1,107.89,1,0,2,1,1,-1,0
43934,9,304.79,0,1,3,0,1,-1,1
23527,2,550.99,1,0,2,1,3,-1,0
30525,6,315.93,0,1,1,0,3,-1,1
40282,9,81.2,0,1,2,0,1,0,0
45226,9,174.16,1,0,1,0,1,0,0
1256,12,183.87,0,1,2,1,2,-1,0
63625,8,416.65,1,0,1,0,3,0,0
25071,6,351.25,1,1,1,0,1,-1,0
14648,11,29.99,0,1,1,1,2,-1,0
12735,3,258.93,1,0,2,1,1,0,0
10081,9,32.75,1,0,3,0,1,1,1
11816,10,29.99,0,1,2,1,1,1,0
